idade,recencia_dias,frequencia_compras,valor_total,ticket_medio,std_valor,dias_entre_compras,ticket_medio_rel,cliente_sem_compra,compras_beleza,compras_casa,compras_eletrônicos,compras_esportes,compras_moda,prop_compras_beleza,prop_compras_casa,prop_compras_eletrônicos,prop_compras_esportes,prop_compras_moda,genero_M,cidade_BSB,cidade_POA,cidade_RJ,cidade_SP,canal_aquisicao_Google,canal_aquisicao_Indicação,canal_aquisicao_Orgânico,metodo_preferido_Cartão,metodo_preferido_Pix
11,1400,16,3500.93,218.81,112.6,277,1.2735195224967037,0,4,2,2,4,4,0.25,0.125,0.125,0.25,0.25,True,False,False,True,False,False,True,False,True,False
25,1556,5,982.97,196.59,129.09,113,1.1441945200293726,0,0,1,2,0,2,0.0,0.2,0.4,0.0,0.4,False,True,False,False,False,True,False,False,True,False
24,1317,8,774.77,96.85,64.56,360,0.5636870607093175,0,1,4,0,2,1,0.125,0.5,0.0,0.25,0.125,True,False,True,False,False,False,False,True,True,False
36,1404,8,1596.13,199.52,193.01,289,1.1612477269253798,0,4,1,1,0,2,0.5,0.125,0.125,0.0,0.25,False,False,True,False,False,False,False,True,True,False
40,1624,4,675.11,168.78,158.28,74,0.9823345596955975,0,0,1,0,0,3,0.0,0.25,0.0,0.0,0.75,False,True,False,False,False,True,False,False,True,False
52,1356,3,650.87,216.96,110.79,332,1.2627521393029792,0,0,1,1,1,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,False,False,False,False,True,False,False,False,True,False
29,1467,8,1083.49,135.44,96.71,218,0.7882888539232831,0,2,1,0,0,5,0.25,0.125,0.0,0.0,0.625,True,False,True,False,False,False,False,False,True,False
29,1513,4,424.3,106.08,71.35,150,0.6174075725353062,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,False,True,False,False,False,False,False,False,True,False
48,1445,6,1592.91,265.48,86.08,186,1.5451485893351535,0,1,2,0,0,3,0.16666666666666666,0.3333333333333333,0.0,0.0,0.5,True,True,False,False,False,False,False,True,True,False
38,1565,5,761.39,152.28,82.0,122,0.8863011420218365,0,1,1,2,0,1,0.2,0.2,0.4,0.0,0.2,False,False,False,False,True,True,False,False,True,False
50,1599,1,235.41,235.41,0.0,0,1.370134960883639,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False
38,1573,5,573.12,114.62,74.62,124,0.6671121414403921,0,1,0,2,0,2,0.2,0.0,0.4,0.0,0.4,False,False,False,False,False,False,False,False,True,False
21,1550,8,809.09,101.14,61.5,141,0.5886557493044954,0,1,2,2,1,2,0.125,0.25,0.25,0.125,0.25,False,False,False,False,False,False,False,False,True,False
19,1456,5,725.01,145.0,94.44,235,0.8439300341027469,0,0,1,0,0,4,0.0,0.2,0.0,0.0,0.8,False,False,False,False,True,False,False,True,True,False
16,1485,9,1544.99,171.67,247.19,200,0.9991549583063348,0,1,2,2,0,4,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.4444444444444444,False,False,False,False,True,True,False,False,True,False
42,1536,6,1324.77,220.8,204.32,136,1.2851017346888727,0,0,2,2,1,1,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,True,False,True,False,False,True,False,False,True,False
49,1551,8,1759.97,220.0,292.42,133,1.2804455689834782,0,1,3,3,0,1,0.125,0.375,0.375,0.0,0.125,True,False,False,True,False,False,True,False,True,False
57,1548,10,2462.88,246.29,133.87,141,1.4334588144770037,0,2,2,3,0,3,0.2,0.2,0.3,0.0,0.3,False,False,False,False,True,True,False,False,True,False
45,1251,8,1484.97,185.62,104.38,418,1.080346847794151,0,1,0,2,2,3,0.125,0.0,0.25,0.25,0.375,False,True,False,False,False,True,False,False,True,False
48,1641,5,1077.82,215.56,88.69,55,1.2546038493185387,0,1,1,0,0,3,0.2,0.2,0.0,0.0,0.6,False,False,False,False,True,False,False,False,True,False
28,1503,5,460.54,92.11,37.67,169,0.5360992789048553,0,1,1,1,2,0,0.2,0.2,0.2,0.4,0.0,False,False,False,True,False,True,False,False,False,False
21,973,11,2256.55,205.14,187.88,701,1.1939572910057759,0,1,4,2,1,3,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.2727272727272727,False,False,False,False,True,False,False,False,True,False
45,1183,5,1043.18,208.64,144.38,505,1.2143280159668766,0,0,1,1,0,3,0.0,0.2,0.2,0.0,0.6,True,False,False,False,True,True,False,False,True,False
40,1566,4,689.95,172.49,49.67,116,1.0039275281543643,0,0,2,0,0,2,0.0,0.5,0.0,0.0,0.5,False,False,False,False,True,True,False,False,False,False
36,1305,10,1722.03,172.2,82.23,368,1.0022396680861587,0,0,4,2,1,3,0.0,0.4,0.2,0.1,0.3,False,False,False,False,True,False,True,False,True,False
39,1500,7,1031.48,147.35,69.48,186,0.8576075208623432,0,1,1,2,1,2,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,True,False,False,False,True,True,False,False,True,False
38,1500,7,609.47,87.07,43.67,164,0.5067654349608701,0,2,1,2,1,1,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,True,False,False,True,False,False,False,True,True,False
50,1474,7,1583.24,226.18,152.54,221,1.3164144490576504,0,0,1,4,0,2,0.0,0.14285714285714285,0.5714285714285714,0.0,0.2857142857142857,True,False,True,False,False,False,False,False,True,False
50,1339,7,1637.55,233.94,122.64,354,1.3615792563999767,0,0,2,5,0,0,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,False,False,False,True,False,False,True,False,True,False
41,1519,12,2801.29,233.44,266.66,168,1.358669152834105,0,2,1,3,4,2,0.16666666666666666,0.08333333333333333,0.25,0.3333333333333333,0.16666666666666666,False,False,False,False,True,False,False,True,True,False
45,1518,5,1058.48,211.7,117.64,171,1.2321378497900104,0,3,2,0,0,0,0.6,0.4,0.0,0.0,0.0,False,False,False,False,True,True,False,False,False,False
41,1522,8,1354.58,169.32,176.28,153,0.9854774715467387,0,2,1,0,2,3,0.25,0.125,0.0,0.25,0.375,False,True,False,False,False,False,False,True,True,False
29,1593,6,1057.78,176.3,169.32,99,1.0261025173263054,0,2,1,1,1,1,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,False,False,True,False,False,False,False,True,True,False
44,1597,7,1117.9,159.7,81.39,95,0.9294870789393702,0,1,1,1,1,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,True,False,False,False,True,True,False,False,True,False
18,1362,8,1223.0,152.88,115.48,318,0.8897932663008824,0,2,3,0,0,3,0.25,0.375,0.0,0.0,0.375,False,False,False,False,True,False,False,True,True,False
47,1434,9,1024.37,113.82,58.37,259,0.6624559757349976,0,0,1,4,3,1,0.0,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.1111111111111111,False,False,False,True,False,True,False,False,True,False
20,1465,11,1192.71,108.43,147.79,204,0.6310850592949024,0,2,1,2,1,5,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.45454545454545453,False,False,False,False,False,True,False,False,True,False
38,1373,11,1868.41,169.86,83.29,281,0.98862038339788,0,2,4,3,1,1,0.18181818181818182,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.09090909090909091,True,False,False,True,False,False,False,True,True,False
24,1545,12,1848.07,154.01,114.95,147,0.8963701003597521,0,2,3,1,4,2,0.16666666666666666,0.25,0.08333333333333333,0.3333333333333333,0.16666666666666666,False,False,False,True,False,True,False,False,True,False
41,1496,6,1745.36,290.89,183.16,197,1.6930400525527451,0,1,1,1,0,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.5,False,False,False,False,False,False,True,False,True,False
34,1020,7,716.09,102.3,72.67,659,0.5954071895773173,0,1,2,2,1,1,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,False,False,True,False,False,False,False,True,True,False
15,1403,7,1050.84,150.12,105.88,282,0.8737294946172716,0,1,3,2,0,1,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,False,False,False,False,True,False,False,True,True,False
40,1658,3,370.83,123.61,61.46,21,0.7194358035547624,0,0,1,1,1,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,True,False,True,False,False,False,False,False,False,False
28,1534,3,296.24,98.75,45.34,151,0.5747454542596294,0,0,0,2,0,1,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,True,False,False,False,True,False,False,True,False,False
45,1493,4,679.66,169.92,54.57,90,0.9889695958257845,0,0,3,0,1,0,0.0,0.75,0.0,0.25,0.0,True,False,False,False,False,False,False,False,True,False
35,1450,9,1633.53,181.5,129.21,233,1.0563675944113695,0,2,2,1,2,2,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,False,False,False,True,False,True,False,False,True,False
39,1554,9,1686.33,187.37,105.27,131,1.0905322102747013,0,1,2,0,2,4,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.4444444444444444,True,False,False,True,False,False,True,False,True,False
23,1390,8,1813.1,226.64,108.26,288,1.3190917443382522,0,0,4,3,0,1,0.0,0.5,0.375,0.0,0.125,True,False,False,True,False,False,True,False,True,False
27,1266,6,842.22,140.37,74.11,424,0.8169824750827764,0,1,0,1,1,3,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.5,False,False,False,False,True,False,False,False,True,False
29,1263,9,1549.1,172.12,126.17,421,1.0017740515156193,0,1,3,1,1,3,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.3333333333333333,False,False,False,False,True,False,True,False,False,False
45,1667,1,63.82,63.82,0.0,0,0.3714456191478435,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,True,False,False,True,False,False,False,False,False,True
55,1304,7,1566.83,223.83,83.19,358,1.3027369622980542,0,0,3,2,1,1,0.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,True,False,False,True,False,False,True,False,True,False
25,1561,8,1065.63,133.2,102.9,123,0.7752515899481784,0,1,0,1,3,3,0.125,0.0,0.125,0.375,0.375,True,False,False,False,True,False,False,True,True,False
47,1554,7,1336.93,190.99,202.04,126,1.1116013600916113,0,0,2,3,0,2,0.0,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,True,False,True,False,False,False,False,False,True,False
8,1336,8,1191.12,148.89,89.24,351,0.8665706398452274,0,2,3,2,1,0,0.25,0.375,0.25,0.125,0.0,False,False,False,False,True,True,False,False,True,False
20,1533,14,1460.2,104.3,83.55,152,0.6070476038408035,0,1,2,1,2,8,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.5714285714285714,False,False,False,True,False,False,False,True,True,False
23,1515,6,673.63,112.27,100.66,175,0.6534346546807959,0,3,0,1,1,1,0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,False,False,True,False,False,False,True,False
18,1302,10,1758.38,175.84,64.56,383,1.0234252220457036,0,4,2,2,1,1,0.4,0.2,0.2,0.1,0.1,True,False,False,True,False,False,False,True,True,False
15,1557,4,841.42,210.36,96.43,129,1.2243387722334749,0,0,0,1,1,2,0.0,0.0,0.25,0.25,0.5,True,False,False,False,True,True,False,False,True,False
39,1246,8,1029.02,128.63,84.85,439,0.7486532433561126,0,2,2,1,1,2,0.25,0.25,0.125,0.125,0.25,False,False,False,True,False,False,False,False,True,False
32,1464,12,1856.83,154.74,118.54,213,0.9006188515659246,0,0,4,2,5,1,0.0,0.3333333333333333,0.16666666666666666,0.4166666666666667,0.08333333333333333,False,False,False,False,True,True,False,False,True,False
39,1415,9,2015.82,223.98,111.01,273,1.3036099933678156,0,2,3,2,1,1,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,False,False,False,False,True,True,False,False,True,False
43,1474,5,1000.87,200.17,96.91,167,1.1650308615610128,0,2,0,0,1,2,0.4,0.0,0.0,0.2,0.4,True,False,False,False,False,False,True,False,True,False
38,1461,5,514.06,102.81,105.99,219,0.5983754952145063,0,2,1,2,0,0,0.4,0.2,0.4,0.0,0.0,False,False,False,True,False,False,False,False,True,False
42,903,7,1395.94,199.42,109.06,781,1.1606657062122054,0,1,1,3,0,2,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.2857142857142857,True,False,False,False,True,False,False,True,True,False
34,1565,6,642.18,107.03,80.12,118,0.622936769310462,0,1,2,2,1,0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,True,False,False,False,True,False,True,False,True,False
20,1502,9,1132.28,125.81,72.04,175,0.7322402592445972,0,0,2,3,1,3,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,False,True,False,False,False,True,False,False,True,False
47,1472,5,577.53,115.51,70.01,214,0.6722921257876434,0,0,0,0,2,3,0.0,0.0,0.0,0.4,0.6,True,False,False,False,True,False,False,True,False,False
27,1553,3,567.79,189.26,92.78,136,1.1015324017536956,0,0,1,1,0,1,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,False,False,True,False,False,False,True,False,True,False
23,1584,8,1669.93,208.74,127.1,101,1.2149100366800512,0,0,3,0,1,4,0.0,0.375,0.0,0.125,0.5,False,False,False,True,False,False,False,True,True,False
32,1441,11,1734.68,157.7,76.8,246,0.917846664675884,0,1,2,3,0,5,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.0,0.45454545454545453,True,False,False,False,True,False,True,False,True,False
24,1529,5,216.81,43.36,38.22,158,0.25236418123238,0,1,0,0,2,2,0.2,0.0,0.0,0.4,0.4,True,False,False,False,False,True,False,False,True,False
29,1414,6,784.89,130.82,36.12,264,0.7613994969746299,0,0,1,1,2,2,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,False,True,False,False,False,False,True,False,True,False
39,1551,6,867.32,144.55,96.54,122,0.8413109408934626,0,2,2,1,0,1,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,False,False,False,False,True,False,False,False,True,False
39,1480,8,1561.43,195.18,120.06,188,1.1359880279736148,0,2,2,3,1,0,0.25,0.25,0.375,0.125,0.0,False,False,False,True,False,False,False,False,False,False
24,1510,9,1576.78,175.2,194.22,177,1.019700289481388,0,0,3,1,3,2,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.2222222222222222,False,False,False,True,False,False,False,True,True,False
29,1279,5,555.87,111.17,79.79,407,0.6470324268358785,0,0,0,2,0,3,0.0,0.0,0.4,0.0,0.6,False,False,True,False,False,False,False,False,True,False
47,1398,6,1460.43,243.4,175.09,280,1.4166384158662662,0,1,1,1,1,2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,False,False,False,True,False,False,True,False,True,False
40,1539,3,109.48,36.49,3.83,141,0.21237935823730508,0,0,0,3,0,0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False
59,1418,4,1369.73,342.43,191.4,237,1.9930135281227837,0,1,1,0,0,2,0.25,0.25,0.0,0.0,0.5,True,False,False,False,True,True,False,False,True,False
49,1218,10,1701.08,170.11,175.63,443,0.9900754351808158,0,1,0,1,2,6,0.1,0.0,0.1,0.2,0.6,False,False,False,False,True,False,False,False,True,False
48,1472,8,1649.81,206.23,142.38,200,1.200301316779376,0,0,1,1,2,4,0.0,0.125,0.125,0.25,0.5,True,False,False,False,True,False,True,False,False,False
18,1513,11,1278.2,116.2,88.04,173,0.6763080687085462,0,3,4,2,0,2,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.0,0.18181818181818182,True,False,False,False,True,False,False,False,True,False
44,1554,2,502.37,251.18,5.34,47,1.4619196273512274,0,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False
34,1010,6,953.77,158.96,87.47,676,0.9251801256618803,0,2,1,0,2,1,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,False,False,False,False,True,False,False,True,True,False
28,1509,6,787.88,131.31,65.05,177,0.7642513984691841,0,1,3,1,1,0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.0,False,False,False,False,True,True,False,False,False,True
37,1394,8,1217.55,152.19,75.63,257,0.8857773233799797,0,1,2,1,1,3,0.125,0.25,0.125,0.125,0.375,False,False,False,True,False,True,False,False,True,False
46,1570,7,1470.94,210.13,131.35,112,1.2230001245931739,0,2,1,3,1,0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,False,False,False,False,True,False,False,True,False,False
41,1115,8,1569.12,196.14,128.6,563,1.1415754268200882,0,1,2,1,0,4,0.125,0.25,0.125,0.0,0.5,True,False,False,False,True,False,False,True,True,False
24,1463,13,1610.48,123.88,73.11,222,0.721007259480333,0,0,2,2,2,7,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.5384615384615384,True,False,False,False,True,False,False,False,True,False
43,1504,7,1762.08,251.73,172.89,178,1.465120741273686,0,1,0,2,3,1,0.14285714285714285,0.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,False,False,False,False,True,False,False,True,True,False
27,1425,8,1480.7,185.09,86.02,242,1.077262138014327,0,0,2,2,1,3,0.0,0.25,0.25,0.125,0.375,False,True,False,False,False,True,False,False,True,False
37,1618,8,998.19,124.77,56.34,63,0.7261872438275844,0,0,3,4,0,1,0.0,0.375,0.5,0.0,0.125,False,False,False,True,False,True,False,False,True,False
31,1456,9,780.3,86.7,71.69,191,0.5046119583221252,0,1,1,1,2,4,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.4444444444444444,False,False,False,False,True,False,False,True,True,False
32,1556,5,526.14,105.23,65.49,113,0.6124603964733246,0,0,2,1,1,1,0.0,0.4,0.2,0.2,0.2,True,False,False,False,True,False,False,True,True,False
44,1587,9,2122.68,235.85,209.3,86,1.372695852021606,0,1,2,3,2,1,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.1111111111111111,True,False,False,False,True,True,False,False,True,False
22,1405,10,2053.8,205.38,152.24,268,1.1953541407173942,0,3,2,3,0,2,0.3,0.2,0.3,0.0,0.2,True,False,False,True,False,True,False,False,True,False
58,1610,6,1008.15,168.02,132.68,68,0.9779112022754728,0,0,3,0,1,2,0.0,0.5,0.0,0.16666666666666666,0.3333333333333333,False,False,False,True,False,True,False,False,True,False
13,1385,9,1592.46,176.94,126.2,294,1.029827449890621,0,3,1,2,1,2,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,False,False,False,True,False,True,False,False,True,False
27,1399,6,1066.48,177.75,105.06,274,1.0345418176673329,0,1,1,1,1,2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,False,False,False,False,True,False,False,True,True,False
39,1315,12,2238.72,186.56,127.96,365,1.0858178424979894,0,2,1,1,2,6,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.5,True,False,False,False,True,False,True,False,True,False
42,1585,8,1339.3,167.41,84.85,94,0.9743608759251093,0,1,0,3,2,2,0.125,0.0,0.375,0.25,0.25,True,False,False,False,False,False,False,False,True,False
33,1494,3,264.53,88.18,61.94,176,0.5132258648771051,0,0,0,1,1,1,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,True,False,False,False,False,True,False,True,False
34,1263,5,615.85,123.17,93.9,406,0.7168749124167955,0,2,0,0,1,2,0.4,0.0,0.0,0.2,0.4,False,False,True,False,False,False,False,True,True,False
39,1209,11,2193.49,199.41,146.88,474,1.160607504140888,0,1,2,1,1,6,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.5454545454545454,True,False,False,False,True,True,False,False,True,False
32,1446,9,2215.9,246.21,153.37,237,1.4329931979064643,0,1,2,3,1,2,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.2222222222222222,False,False,False,False,False,False,True,False,False,True
51,1590,5,1517.32,303.46,179.88,88,1.7662000561987556,0,2,2,0,0,1,0.4,0.4,0.0,0.0,0.2,True,False,False,False,False,False,False,True,True,False
45,1385,6,1365.07,227.51,73.93,260,1.3241553245428686,0,1,2,2,0,1,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,False,False,True,False,False,True,False,False,True,False
45,1606,4,877.5,219.38,42.35,23,1.2768370405617973,0,0,3,0,0,1,0.0,0.75,0.0,0.0,0.25,False,False,False,False,True,False,False,True,True,False
23,1356,9,1816.37,201.82,110.76,305,1.1746342033283887,0,0,1,3,1,4,0.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.4444444444444444,False,False,False,False,False,False,True,False,True,False
34,1465,9,1741.77,193.53,136.94,211,1.1263846862062388,0,4,1,0,2,2,0.4444444444444444,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,False,False,False,False,True,True,False,False,True,False
31,1516,5,928.95,185.79,101.09,166,1.0813362830065472,0,2,1,0,0,2,0.4,0.2,0.0,0.0,0.4,True,False,False,True,False,True,False,False,True,False
22,1540,15,3424.81,228.32,169.12,138,1.3288696923195804,0,4,4,2,3,2,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,True,False,False,False,True,False,True,False,True,False
39,1211,8,1411.22,176.4,117.77,463,1.0266845380394798,0,0,2,4,1,1,0.0,0.25,0.5,0.125,0.125,True,False,False,False,False,False,True,False,True,False
28,1458,6,751.43,125.24,83.8,209,0.7289227411795036,0,0,3,1,1,1,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,False,True,False,False,False,False,True,False,False,False
42,1330,11,1581.0,143.73,93.81,350,0.8365383710454332,0,1,3,2,2,3,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.2727272727272727,True,False,False,False,True,True,False,False,True,False
22,1531,12,1753.2,146.1,83.51,145,0.8503322619476643,0,2,4,3,0,3,0.16666666666666666,0.3333333333333333,0.25,0.0,0.25,False,False,False,True,False,False,True,False,True,False
55,1595,4,634.72,158.68,149.17,71,0.9235504676649924,0,1,0,0,1,2,0.25,0.0,0.0,0.25,0.5,True,False,False,False,True,True,False,False,True,False
24,1500,6,1064.26,177.38,154.91,143,1.032388341028588,0,1,1,3,1,0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.0,True,False,False,True,False,False,False,False,False,False
37,1477,7,986.89,140.98,122.94,201,0.8205328014331397,0,1,2,1,0,3,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,False,False,False,False,True,False,False,False,True,False
44,1479,4,999.08,249.77,218.58,190,1.4537131352954697,0,0,0,0,2,2,0.0,0.0,0.0,0.5,0.5,False,False,False,False,True,False,True,False,True,False
28,1603,3,613.6,204.53,112.23,50,1.1904069646554125,0,0,0,0,2,1,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,False,True,False,False,False,True,False,False,False,False
45,1386,8,1942.19,242.77,191.0,286,1.4129716853732681,0,2,1,3,1,1,0.25,0.125,0.375,0.125,0.125,True,False,False,False,True,True,False,False,True,False
20,1334,11,1193.34,108.49,76.34,347,0.631434271722807,0,0,2,2,2,5,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.45454545454545453,False,False,False,True,False,True,False,False,True,False
52,1348,8,2275.37,284.42,289.42,327,1.6553833124103676,0,1,1,5,0,1,0.125,0.125,0.625,0.0,0.125,True,True,False,False,False,True,False,False,True,False
35,1230,4,1135.68,283.92,117.64,449,1.652473208844496,0,0,4,0,0,0,0.0,1.0,0.0,0.0,0.0,True,False,True,False,False,True,False,False,True,False
27,1609,7,1350.83,192.98,67.61,66,1.12318357228378,0,2,2,0,1,2,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,True,False,False,False,False,False,True,False,True,False
31,1480,5,924.21,184.84,78.42,173,1.0758070862313913,0,0,1,2,1,1,0.0,0.2,0.4,0.2,0.2,False,False,False,False,True,False,False,True,False,True
44,1373,11,1797.37,163.4,109.25,277,0.9510218453268197,0,2,2,2,1,4,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.36363636363636365,True,True,False,False,False,False,True,False,True,False
27,1330,11,1649.26,149.93,112.38,349,0.8726236552622404,0,1,0,1,3,6,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.5454545454545454,False,False,False,False,True,False,False,False,True,False
26,1584,8,1420.63,177.58,89.29,96,1.0335523824549366,0,1,1,2,4,0,0.125,0.125,0.25,0.5,0.0,False,False,True,False,False,True,False,False,True,False
32,1492,8,1244.0,155.5,110.71,179,0.9050422089860493,0,2,2,1,1,2,0.25,0.25,0.125,0.125,0.25,True,False,False,False,False,False,False,True,True,False
20,1590,3,394.71,131.57,91.33,65,0.7657646523234373,0,0,1,0,0,2,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,True,False,False,False,False,True,False,False,True,False
56,1351,9,2596.64,288.52,305.66,327,1.6792461616505139,0,0,1,2,3,3,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,True,False,False,False,True,False,True,False,True,False
28,1572,8,783.43,97.93,49.16,101,0.5699728844116001,0,1,1,3,2,1,0.125,0.125,0.375,0.25,0.125,True,False,False,True,False,False,False,True,False,False
44,1456,6,1249.2,208.2,141.48,223,1.2117671248289097,0,2,1,1,0,2,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,False,True,False,False,False,False,True,False,True,False
37,1551,6,997.43,166.24,42.36,126,0.9675512335809701,0,1,0,1,1,3,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.5,False,True,False,False,False,True,False,False,True,False
23,1440,9,1150.37,127.82,56.5,230,0.7439388755794007,0,0,3,2,2,2,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,False,False,False,False,True,False,False,False,True,False
34,1528,4,913.4,228.35,125.07,145,1.329044298533533,0,0,1,1,0,2,0.0,0.25,0.25,0.0,0.5,False,False,True,False,False,True,False,False,False,True
44,1626,3,360.76,120.25,102.0,29,0.6998799075921056,0,1,0,0,2,0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,False,False,False,False,True,False,True,False,True,False
32,1439,9,1730.68,192.3,133.18,239,1.1192258314341947,0,2,1,0,0,6,0.2222222222222222,0.1111111111111111,0.0,0.0,0.6666666666666666,False,False,False,True,False,False,True,False,False,False
49,1502,2,193.13,96.56,48.12,141,0.5619992006411121,0,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,False,False,False,True,False,False,False,True,True,False
47,1472,6,1069.64,178.27,135.02,169,1.0375683253758394,0,1,0,2,0,3,0.16666666666666666,0.0,0.3333333333333333,0.0,0.5,False,False,False,False,True,True,False,False,True,False
46,1452,2,227.89,113.94,94.65,126,0.6631544005908068,0,0,0,0,1,1,0.0,0.0,0.0,0.5,0.5,False,False,False,False,True,False,False,True,True,False
29,1488,5,666.7,133.34,104.68,186,0.7760664189466226,0,0,1,2,0,2,0.0,0.2,0.4,0.0,0.4,True,False,False,False,False,False,False,True,True,False
22,1372,16,2008.62,125.54,104.45,301,0.7306688033190266,0,0,6,5,2,3,0.0,0.375,0.3125,0.125,0.1875,True,False,False,False,True,True,False,False,True,False
27,1470,7,725.04,103.58,75.22,167,0.6028570547059484,0,1,2,2,0,2,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,False,False,False,False,True,False,False,False,True,False
37,1314,8,2253.94,281.74,151.38,348,1.6397851572972961,0,3,1,1,1,2,0.375,0.125,0.125,0.125,0.25,False,False,False,False,False,False,True,False,True,False
