id_cliente,idade,genero,cidade,canal_aquisicao,churn,recencia_dias,frequencia_compras,valor_total,ticket_medio,std_valor,cliente_sem_compra,compras_beleza,compras_casa,compras_eletrônicos,compras_esportes,compras_moda,metodo_preferido,dias_entre_compras,prop_compras_beleza,prop_compras_casa,prop_compras_eletrônicos,prop_compras_esportes,prop_compras_moda,ticket_medio_rel,score_churn,segmento
5362,36,M,SP,Orgânico,0,1404,10,1264.65,126.46,97.03,0,2,3,2,1,2,Cartão,160,0.2,0.3,0.2,0.1,0.2,0.7360233938802302,0.07738355463216312,Muito Baixo
5363,35,F,SP,Google,1,1439,2,158.4,79.2,85.45,0,0,1,0,1,0,Cartão,100,0.0,0.5,0.0,0.5,0.0,0.4609604048340521,0.6647535261524258,Alto
5364,23,M,SP,Orgânico,0,1323,10,1093.9,109.39,68.98,0,3,1,0,0,6,Cartão,226,0.3,0.1,0.0,0.0,0.6,0.6366724581413757,0.1162527837086661,Muito Baixo
5365,32,M,SP,Indicação,0,1528,4,354.14,88.54,38.45,0,1,3,0,0,0,Cartão,26,0.25,0.75,0.0,0.0,0.0,0.5153211394445325,0.26604921273311805,Baixo
5366,17,F,RJ,Indicação,0,1305,12,2082.11,173.51,139.86,0,2,2,5,1,2,Cartão,252,0.1666666666666666,0.1666666666666666,0.4166666666666667,0.0833333333333333,0.1666666666666666,1.0098641394287422,0.06540723239395807,Muito Baixo
5367,51,F,SP,Orgânico,0,1452,7,1246.45,178.06,65.38,0,2,3,0,0,2,Cartão,112,0.2857142857142857,0.4285714285714285,0.0,0.0,0.2857142857142857,1.0363460818781731,0.23083765562247677,Baixo
5368,31,F,BH,Orgânico,0,1433,6,822.51,137.08,82.34,0,1,0,1,0,4,Cartão,130,0.1666666666666666,0.0,0.1666666666666666,0.0,0.6666666666666666,0.7978339936193418,0.45111702210636023,Médio
5369,29,M,BH,Facebook,1,1377,6,919.77,153.29,65.48,0,1,2,1,1,1,Cartão,185,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.892179551224897,0.5977616163228923,Médio
5370,54,F,RJ,Facebook,1,1540,2,293.58,146.79,154.18,0,0,0,1,1,0,Boleto,23,0.0,0.0,0.5,0.5,0.0,0.854348204868567,0.7990233150913947,Alto
5371,20,F,SP,Facebook,0,1408,11,1570.26,142.75,101.11,0,1,2,3,0,5,Cartão,154,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.0,0.4545454545454545,0.8308345680563249,0.10635522626701276,Muito Baixo
5372,21,F,BSB,Google,0,1433,10,1888.29,188.83,99.54,0,2,2,1,3,2,Cartão,106,0.2,0.2,0.1,0.3,0.2,1.0990297126870463,0.17758132202180363,Muito Baixo
5373,21,F,POA,Orgânico,0,1302,9,1683.61,187.07,112.95,0,2,3,2,1,1,Cartão,258,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,1.0887861481351784,0.0874151838489924,Muito Baixo
5374,34,F,SP,Google,1,1131,8,2010.85,251.36,155.06,0,1,4,0,0,3,Cartão,430,0.125,0.5,0.0,0.0,0.375,1.4629672646349412,0.5456249830956599,Médio
5375,40,F,BH,Indicação,0,1403,4,445.17,111.29,84.33,0,0,1,1,1,1,Cartão,141,0.0,0.25,0.25,0.25,0.25,0.6477308516916876,0.24679953400983692,Baixo
5376,43,F,BSB,Orgânico,1,1331,7,933.35,133.34,111.44,0,2,3,2,0,0,Cartão,229,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.0,0.0,0.7760664189466226,0.6275766704191388,Alto
5377,65,M,RJ,Orgânico,0,1391,3,907.44,302.48,251.78,0,0,0,1,0,2,Cartão,101,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.7604962532096475,0.4708395307838905,Médio
5378,8,F,SP,Indicação,0,1235,13,2696.31,207.41,155.93,0,1,4,2,1,5,Cartão,320,0.0769230769230769,0.3076923076923077,0.1538461538461538,0.0769230769230769,0.3846153846153846,1.2071691611948328,0.038684913488225434,Muito Baixo
5379,42,M,RJ,Orgânico,0,1407,8,2012.58,251.57,151.55,0,2,0,1,1,4,Cartão,142,0.25,0.0,0.125,0.125,0.5,1.464189508132607,0.4077476118519414,Médio
5380,28,M,RJ,Facebook,1,1230,4,865.37,216.34,49.29,0,1,1,1,0,1,Pix,263,0.25,0.25,0.25,0.0,0.25,1.2591436108812983,0.6155240274392869,Alto
5381,27,F,RJ,Orgânico,0,1330,9,1474.17,163.8,122.89,0,2,0,4,0,3,Cartão,228,0.2222222222222222,0.0,0.4444444444444444,0.0,0.3333333333333333,0.9533499281795168,0.09537982099133621,Muito Baixo
5382,27,M,POA,Facebook,0,1333,7,1574.28,224.9,116.5,0,1,0,2,1,3,Boleto,222,0.1428571428571428,0.0,0.2857142857142857,0.1428571428571428,0.4285714285714285,1.3089645839290192,0.349606234901383,Baixo
5383,24,F,BH,Orgânico,1,1308,6,1232.59,205.43,149.08,0,0,0,2,1,3,Cartão,200,0.0,0.0,0.3333333333333333,0.1666666666666666,0.5,1.1956451510739814,0.5249592292827647,Médio
5384,55,M,SP,Google,0,1182,5,1720.94,344.19,259.5,0,0,2,0,1,2,Cartão,373,0.0,0.4,0.0,0.2,0.4,2.003257092674652,0.2434184828888459,Baixo
5385,45,F,RJ,Facebook,0,1481,4,523.82,130.95,73.57,0,0,1,1,1,1,Boleto,74,0.0,0.25,0.25,0.25,0.25,0.7621561239017566,0.5724280236615209,Médio
5386,35,M,RJ,Facebook,0,1270,4,897.22,224.3,62.81,0,0,2,0,0,2,Pix,291,0.0,0.5,0.0,0.0,0.5,1.3054724596499734,0.4683568084280004,Médio
5387,51,F,SP,Orgânico,0,1219,6,1025.03,170.84,79.24,0,2,2,0,0,2,Cartão,322,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.9943241863869882,0.20345457359460026,Baixo
5388,16,F,SP,Orgânico,0,1238,8,1227.0,153.38,122.28,0,2,1,2,0,3,Cartão,318,0.25,0.125,0.25,0.0,0.375,0.8927033698667539,0.2990579915098493,Baixo
5389,19,M,POA,Google,1,1445,4,646.16,161.54,139.09,0,0,0,3,0,1,Cartão,95,0.0,0.0,0.75,0.0,0.25,0.9401962600617776,0.6122185219414354,Alto
5390,8,M,RJ,Google,0,1346,9,1498.3,166.48,136.28,0,2,2,3,0,2,Boleto,187,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,0.2222222222222222,0.9689480832925884,0.08764888684356706,Muito Baixo
5391,26,F,SP,Facebook,0,1475,5,415.78,83.16,35.42,0,2,0,2,0,1,Cartão,70,0.4,0.0,0.4,0.0,0.2,0.4840084250757547,0.3410399076209954,Baixo
5392,36,M,SP,Facebook,0,1478,3,517.17,172.39,85.74,0,1,1,1,0,0,Cartão,49,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.00334550744119,0.2646346764052953,Baixo
5393,36,F,RJ,Indicação,0,1405,8,1232.45,154.06,81.7,0,0,1,3,0,4,Cartão,146,0.0,0.125,0.375,0.0,0.5,0.8966611107163392,0.1452500878638066,Muito Baixo
5394,36,M,RJ,Facebook,0,1331,5,855.15,171.03,131.64,0,1,1,1,0,2,Cartão,225,0.2,0.2,0.2,0.0,0.4,0.9954300257420192,0.605074562144917,Alto
5395,18,F,SP,Indicação,0,1338,9,1627.84,180.87,145.57,0,0,1,3,2,3,Cartão,208,0.0,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,1.0527008639183713,0.055524266403056924,Muito Baixo
5396,44,M,RJ,Facebook,0,1436,4,917.73,229.43,89.31,0,0,1,1,1,1,Cartão,122,0.0,0.25,0.25,0.25,0.25,1.3353301222358154,0.5364340843016951,Médio
5397,37,F,SP,Orgânico,0,1346,6,802.18,133.7,122.89,0,0,0,3,1,2,Boleto,212,0.0,0.0,0.5,0.1666666666666666,0.3333333333333333,0.7781616935140501,0.39067308384052973,Baixo
5398,43,M,SP,Google,0,1020,11,2017.63,183.42,137.75,0,2,2,2,3,2,Cartão,536,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.2727272727272727,0.1818181818181818,1.067542392104316,0.16457387866524567,Muito Baixo
5399,12,F,RJ,Indicação,0,1177,11,2533.38,230.31,169.86,0,2,5,2,1,1,Cartão,362,0.1818181818181818,0.4545454545454545,0.1818181818181818,0.0909090909090909,0.0909090909090909,1.3404519045117491,0.09612235912235911,Muito Baixo
5400,38,M,SP,Indicação,0,1067,10,1568.4,156.84,95.86,0,1,2,1,2,4,Boleto,482,0.1,0.2,0.1,0.2,0.4,0.912841286542585,0.06483968697706527,Muito Baixo
5401,20,F,BSB,Google,0,1210,10,1789.53,178.95,101.09,0,1,1,6,1,1,Cartão,335,0.1,0.1,0.6,0.1,0.1,1.0415260662254244,0.13919380496080588,Muito Baixo
5402,30,M,SP,Facebook,1,1454,7,1029.74,147.11,177.44,0,1,1,1,1,3,Cartão,104,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.8562106711507249,0.49570936636567875,Médio
5403,41,M,RJ,Facebook,0,1341,3,403.51,134.5,52.54,0,0,0,1,1,1,Boleto,177,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7828178592194446,0.5528115971606643,Médio
5404,36,F,SP,Google,0,1233,9,1883.8,209.31,200.28,0,0,0,3,2,4,Cartão,324,0.0,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,1.2182275547451449,0.12133599854644193,Muito Baixo
5405,24,M,SP,Facebook,1,1358,10,1769.5,176.95,119.78,0,1,4,1,1,3,Cartão,197,0.1,0.4,0.1,0.1,0.3,1.0298856519619384,0.06737579566844035,Muito Baixo
5406,35,M,BH,Facebook,1,1368,4,446.32,111.58,82.13,0,0,1,1,0,2,Pix,143,0.0,0.25,0.25,0.0,0.5,0.6494187117598931,0.6815573298240487,Alto
5407,16,F,RJ,Google,0,1306,9,1006.25,111.81,57.29,0,1,1,3,3,1,Cartão,252,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.6507573594001941,0.1588468728196351,Muito Baixo
5408,48,F,BH,Facebook,1,1362,4,1245.08,311.27,183.24,0,0,1,0,2,1,Cartão,180,0.0,0.25,0.0,0.5,0.25,1.8116558738976687,0.5803950969390722,Médio
5409,32,F,RJ,Facebook,0,1269,8,1122.14,140.27,55.84,0,1,2,0,2,3,Cartão,279,0.125,0.25,0.0,0.25,0.375,0.8164004543696022,0.2725739364956741,Baixo
5410,48,F,RJ,Google,0,1205,8,1476.82,184.6,112.05,0,1,1,1,2,3,Cartão,334,0.125,0.125,0.125,0.25,0.375,1.074410236519773,0.37639295382249977,Baixo
5411,28,M,BH,Google,1,1341,9,1175.22,130.58,62.59,0,0,5,3,0,1,Cartão,209,0.0,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,0.7600026472630118,0.46042188604451306,Médio
5412,28,M,RJ,Indicação,1,1196,7,1422.07,203.15,152.99,0,2,2,1,1,1,Pix,361,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.1428571428571428,1.1823750788136071,0.46627849051200504,Médio
5413,25,M,RJ,Orgânico,0,1342,7,1214.13,173.45,133.74,0,2,0,3,0,2,Cartão,212,0.2857142857142857,0.0,0.4285714285714285,0.0,0.2857142857142857,1.0095149270008374,0.32042372772877786,Baixo
5414,45,F,BH,Orgânico,0,1382,7,1012.37,144.62,70.39,0,0,0,1,4,2,Cartão,144,0.0,0.0,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.8417183553926846,0.5421854985138425,Médio
5415,26,M,POA,Google,1,1453,3,616.95,205.65,182.0,0,0,1,1,0,1,Cartão,74,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.1969255966429648,0.4925285614715189,Médio
5416,42,M,SP,Google,0,1444,15,2256.39,150.43,72.06,0,4,2,2,4,3,Cartão,110,0.2666666666666666,0.1333333333333333,0.1333333333333333,0.2666666666666666,0.2,0.8755337588281119,0.1023476826627671,Muito Baixo
5417,30,F,RJ,Google,0,1356,14,2086.42,149.03,100.38,0,2,4,2,4,2,Cartão,194,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.8673854688436715,0.19805439812928372,Muito Baixo
5418,11,M,SP,Indicação,0,1320,13,2634.49,202.65,159.81,0,0,2,2,4,5,Cartão,225,0.0,0.1538461538461538,0.1538461538461538,0.3076923076923077,0.3846153846153846,1.1794649752477355,0.04476819962918155,Muito Baixo
5419,28,M,SP,Indicação,0,1345,13,2566.05,197.39,82.1,0,0,3,2,5,3,Cartão,200,0.0,0.2307692307692307,0.1538461538461538,0.3846153846153846,0.2307692307692307,1.148850685734767,0.03297126188080565,Muito Baixo
5420,20,F,RJ,Facebook,0,1468,11,2302.01,209.27,190.19,0,0,3,1,3,4,Cartão,81,0.0,0.2727272727272727,0.0909090909090909,0.2727272727272727,0.3636363636363636,1.2179947464598748,0.15639141312872243,Muito Baixo
5421,35,M,BSB,Orgânico,1,1521,2,267.27,133.64,3.8,0,0,1,1,0,0,Boleto,7,0.0,0.5,0.5,0.0,0.0,0.7778124810861454,0.8606577136203648,Crítico
5422,20,F,RJ,Indicação,0,1497,11,2049.77,186.34,112.46,0,1,1,3,5,1,Pix,53,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.4545454545454545,0.0909090909090909,1.084537396929006,0.07595986872712497,Muito Baixo
5423,46,F,BH,Orgânico,0,1400,3,666.81,222.27,183.17,0,0,0,0,1,2,Pix,138,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.293657439172535,0.36113806748571325,Baixo
5424,33,M,SP,Google,1,1311,7,1257.7,179.67,88.99,0,1,1,1,2,2,Cartão,245,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.2857142857142857,1.0457166153602797,0.5799521076616379,Médio
5425,32,M,RJ,Google,1,1460,8,855.46,106.93,34.73,0,0,3,1,2,2,Cartão,91,0.0,0.375,0.125,0.25,0.25,0.6223547485972878,0.7005622618421155,Alto
5426,42,M,POA,Google,0,1264,3,1475.2,491.73,254.15,0,0,1,0,1,1,Cartão,265,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,2.861970452892026,0.3330522840194402,Baixo
5427,46,F,SP,Google,0,1346,9,1236.67,137.41,146.49,0,1,1,1,4,2,Cartão,190,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.7997546619728169,0.2081672489489652,Baixo
5428,34,F,SP,Orgânico,1,1416,8,1274.91,159.36,91.04,0,1,1,1,0,5,Cartão,110,0.125,0.125,0.125,0.0,0.625,0.9275082085145776,0.5585671996786233,Médio
5429,25,M,RJ,Facebook,1,1402,8,1269.9,158.74,227.33,0,0,4,1,1,2,Cartão,153,0.0,0.5,0.125,0.125,0.25,0.9238996800928968,0.6643322789930676,Alto
5430,13,M,BH,Indicação,0,1342,11,1687.6,153.42,128.25,0,3,4,2,1,1,Cartão,177,0.2727272727272727,0.3636363636363636,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.8929361781520236,0.06222251008888939,Muito Baixo
5431,26,F,RJ,Facebook,1,1323,5,1062.8,212.56,115.86,0,0,2,1,0,2,Boleto,226,0.0,0.4,0.2,0.0,0.4,1.2371432279233097,0.6961833781410752,Alto
5432,27,M,RJ,Google,1,1235,5,1084.94,216.99,74.06,0,1,1,1,0,2,Boleto,301,0.2,0.2,0.2,0.0,0.4,1.2629267455169315,0.6302749529632028,Alto
5433,36,M,RJ,Google,0,1308,6,555.92,92.65,76.9,0,1,1,0,2,2,Cartão,222,0.1666666666666666,0.1666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.5392421907559966,0.566293134254847,Médio
5434,30,F,SP,Facebook,0,1443,3,668.49,222.83,82.15,0,0,1,1,0,1,Boleto,95,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.296916755166311,0.35519539985179466,Baixo
5435,43,M,BH,Indicação,0,1415,8,2358.21,294.78,198.0,0,1,0,2,0,5,Cartão,133,0.125,0.0,0.25,0.0,0.625,1.7156806582952255,0.24247213001822734,Baixo
5436,27,M,SP,Orgânico,0,1364,8,860.12,107.52,84.88,0,0,0,1,3,4,Cartão,179,0.0,0.0,0.125,0.375,0.5,0.6257886708050162,0.26027100462963565,Baixo
5437,34,M,SP,Indicação,1,1349,10,2142.24,214.22,101.77,0,3,0,2,0,5,Boleto,181,0.3,0.0,0.2,0.0,0.5,1.246804771762003,0.3370832944629644,Baixo
5438,49,M,RJ,Indicação,1,1334,9,2622.04,291.34,264.38,0,1,1,3,0,4,Cartão,209,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.4444444444444444,1.6956591457620294,0.30571283778714126,Baixo
5439,39,F,BSB,Google,0,1258,10,1365.02,136.5,114.6,0,0,1,3,3,3,Cartão,275,0.0,0.1,0.3,0.3,0.3,0.7944582734829307,0.3586720141892391,Baixo
5440,34,F,BH,Orgânico,0,1378,4,275.68,68.92,58.55,0,0,2,0,2,0,Boleto,154,0.0,0.5,0.0,0.5,0.0,0.4011286755197332,0.3981086979136088,Baixo
5441,27,F,BH,Google,0,1428,9,1567.4,174.16,139.09,0,1,2,1,2,3,Boleto,118,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333333,1.0136472740643752,0.15225490800018232,Muito Baixo
5442,27,F,SP,Orgânico,0,1269,4,642.78,160.7,43.8,0,1,1,0,0,2,Cartão,266,0.25,0.25,0.0,0.0,0.5,0.9353072860711132,0.3147159466427256,Baixo
5443,24,M,SP,Indicação,0,1265,12,2492.69,207.72,118.72,0,0,4,1,2,5,Cartão,286,0.0,0.3333333333333333,0.0833333333333333,0.1666666666666666,0.4166666666666667,1.208973425405673,0.028548869459181815,Muito Baixo
5444,28,M,SP,Google,0,1175,11,1620.11,147.28,108.57,0,2,1,3,0,5,Cartão,370,0.1818181818181818,0.0909090909090909,0.2727272727272727,0.0,0.4545454545454545,0.8572001063631212,0.08858747995502557,Muito Baixo
5445,44,M,BSB,Facebook,1,1433,5,1245.62,249.12,91.64,0,2,1,1,0,1,Cartão,83,0.4,0.2,0.2,0.0,0.2,1.4499300006598366,0.5641440602485044,Médio
5446,32,M,BSB,Orgânico,0,1251,6,632.86,105.48,81.12,0,3,1,0,1,1,Cartão,285,0.5,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.6139154482562603,0.5039219328236445,Médio
5447,18,F,POA,Facebook,1,1148,6,741.09,123.51,68.22,0,1,2,0,2,1,Cartão,397,0.1666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.1666666666666666,0.7188537828415881,0.6995503223868698,Alto
5448,56,M,SP,Google,0,1422,3,846.49,282.16,203.1,0,1,0,0,1,1,Cartão,118,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,1.6422296442926283,0.19404854556188805,Muito Baixo
5449,38,M,RJ,Google,0,1106,7,1497.88,213.98,105.3,0,0,1,2,0,4,Cartão,410,0.0,0.1428571428571428,0.2857142857142857,0.0,0.5714285714285714,1.2454079220503846,0.3094399262312188,Baixo
5450,18,F,RJ,Indicação,0,1315,8,1578.58,197.32,88.28,0,1,1,0,3,3,Cartão,232,0.125,0.125,0.0,0.375,0.375,1.148443271235545,0.18453765010754178,Muito Baixo
5451,29,F,BH,Google,1,1338,7,1385.9,197.99,134.69,0,1,0,2,0,4,Cartão,209,0.1428571428571428,0.0,0.2857142857142857,0.0,0.5714285714285714,1.152342810013813,0.4896893419306202,Médio
5452,36,F,RJ,Orgânico,1,1323,6,918.01,153.0,79.08,0,0,0,3,0,3,Cartão,200,0.0,0.0,0.5,0.0,0.5,0.8904916911566916,0.5518715650103694,Médio
5453,55,M,BH,Orgânico,1,1405,1,44.15,44.15,0.0,0,0,0,0,0,1,Cartão,0,0.0,0.0,0.0,0.0,1.0,0.2569621448664571,0.8682704467558111,Crítico
5454,21,F,SP,Orgânico,0,1205,8,803.71,100.46,59.93,0,0,2,3,1,2,Cartão,344,0.0,0.25,0.375,0.125,0.25,0.58469800845491,0.22131984021701243,Baixo
5455,46,M,SP,Google,0,1069,12,2471.8,205.98,176.89,0,2,2,3,1,4,Pix,449,0.1666666666666666,0.1666666666666666,0.25,0.0833333333333333,0.3333333333333333,1.19884626499644,0.11342237282275022,Muito Baixo
5456,51,M,SP,Indicação,0,1364,3,1241.84,413.95,243.64,0,1,0,0,1,1,Cartão,177,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,2.409274742185049,0.13012924393000788,Muito Baixo
5457,27,F,SP,Google,0,1263,13,1862.58,143.28,139.46,0,1,1,5,3,3,Boleto,286,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.2307692307692307,0.2307692307692307,0.8339192778361488,0.2634065119019125,Baixo
5458,31,F,SP,Indicação,0,1272,9,2679.12,297.68,141.69,0,0,3,3,1,2,Cartão,279,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,1.7325592589772807,0.0482193917193917,Muito Baixo
5459,22,F,SP,Orgânico,0,1393,9,1486.95,165.22,123.69,0,0,4,2,1,2,Cartão,157,0.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.961614622306592,0.0968009921551974,Muito Baixo
5460,32,M,SP,Indicação,0,987,7,1669.04,238.43,152.63,0,1,0,2,0,4,Cartão,545,0.1428571428571428,0.0,0.2857142857142857,0.0,0.5714285714285714,1.387711986421503,0.14224013456425047,Muito Baixo
5461,34,M,RJ,Orgânico,1,1209,7,778.29,111.18,80.63,0,1,0,3,1,2,Cartão,307,0.1428571428571428,0.0,0.4285714285714285,0.1428571428571428,0.2857142857142857,0.6470906289071959,0.6028806842422483,Alto
5462,42,M,BSB,Orgânico,0,1469,3,704.89,234.96,151.13,0,1,1,0,0,1,Cartão,62,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.3675158676743546,0.5112548720130269,Médio
5463,48,F,BSB,Google,1,1431,5,1303.13,260.63,219.99,0,2,0,0,1,2,Pix,99,0.4,0.0,0.0,0.2,0.4,1.5169205847461995,0.49873023347530543,Médio
5464,26,M,SP,Indicação,0,1452,11,1801.16,163.74,106.27,0,1,3,5,1,1,Cartão,96,0.0909090909090909,0.2727272727272727,0.4545454545454545,0.0909090909090909,0.0909090909090909,0.9530007157516124,0.06933938699142314,Muito Baixo
5465,11,M,SP,Google,0,1346,18,3568.8,198.27,102.73,0,5,4,3,2,4,Cartão,201,0.2777777777777778,0.2222222222222222,0.1666666666666666,0.1111111111111111,0.2222222222222222,1.153972468010701,0.052214466472800314,Muito Baixo
5466,34,M,SP,Facebook,0,1183,7,636.54,90.93,61.78,0,0,3,1,0,3,Cartão,364,0.0,0.4285714285714285,0.1428571428571428,0.0,0.4285714285714285,0.5292314344893985,0.31055351827019245,Baixo
5467,38,M,POA,Google,0,1422,5,396.0,79.2,51.12,0,0,0,1,2,2,Cartão,72,0.0,0.0,0.2,0.4,0.4,0.4609604048340521,0.43463011408923147,Médio
5468,37,F,RJ,Orgânico,1,1357,4,1162.98,290.74,299.71,0,2,0,0,1,1,Cartão,181,0.5,0.0,0.0,0.25,0.25,1.6921670214829838,0.5162983096191973,Médio
5469,31,M,SP,Facebook,0,1372,5,585.06,117.01,120.29,0,3,1,1,0,0,Cartão,150,0.6,0.2,0.2,0.0,0.0,0.6810224364852581,0.4214600287960129,Médio
5470,36,F,BSB,Indicação,1,1135,8,1264.46,158.06,87.8,0,2,1,1,1,3,Cartão,410,0.25,0.125,0.125,0.125,0.375,0.9199419392433116,0.7126667572345822,Alto
5471,53,F,SP,Orgânico,0,1339,7,2043.74,291.96,155.61,0,1,2,1,1,2,Cartão,205,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.2857142857142857,1.6992676741837105,0.2540840529443299,Baixo
5472,39,M,BSB,Orgânico,1,1437,4,532.3,133.08,99.44,0,0,1,1,0,2,Boleto,112,0.0,0.25,0.25,0.0,0.5,0.7745531650923695,0.5786277307640784,Médio
5473,30,M,SP,Orgânico,0,1322,8,865.76,108.22,100.48,0,0,1,2,1,4,Boleto,211,0.0,0.125,0.25,0.125,0.5,0.6298628157972364,0.18092380422006615,Muito Baixo
5474,28,F,SP,Google,0,1252,9,1490.15,165.57,135.31,0,2,2,2,1,2,Cartão,296,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.963651694802702,0.060300567713230384,Muito Baixo
5475,32,M,RJ,Indicação,0,1391,11,1889.5,171.77,160.16,0,0,1,1,3,6,Cartão,150,0.0,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.5454545454545454,0.9997369790195092,0.04985222258894824,Muito Baixo
5476,54,F,BSB,Indicação,1,1322,7,1471.84,210.26,126.14,0,2,1,3,0,1,Cartão,224,0.2857142857142857,0.1428571428571428,0.4285714285714285,0.0,0.1428571428571428,1.2237567515203005,0.722518731125927,Alto
5477,32,M,BSB,Indicação,0,1236,9,2092.23,232.47,188.54,0,0,4,0,4,1,Cartão,312,0.0,0.4444444444444444,0.0,0.4444444444444444,0.1111111111111111,1.3530235519163143,0.15703867891367898,Muito Baixo
5478,34,M,RJ,Google,0,1235,9,1951.72,216.86,179.85,0,1,2,1,0,5,Cartão,303,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.5555555555555556,1.2621701185898049,0.12368878188094352,Muito Baixo
5479,29,F,SP,Google,0,1254,8,1658.67,207.33,177.29,0,1,2,4,1,0,Cartão,269,0.125,0.25,0.5,0.125,0.0,1.2067035446242933,0.3123517520619354,Baixo
5480,48,M,RJ,Orgânico,0,1382,8,1116.32,139.54,92.31,0,2,2,0,1,3,Boleto,159,0.25,0.25,0.0,0.125,0.375,0.8121517031634297,0.3843609857977424,Baixo
5481,58,F,POA,Google,0,1352,8,1738.56,217.32,223.62,0,2,1,2,0,3,Boleto,195,0.25,0.125,0.25,0.0,0.375,1.264847413870407,0.42482557988359726,Médio
5482,40,F,RJ,Facebook,1,1320,3,168.73,56.24,25.45,0,1,0,1,1,0,Cartão,149,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.327328449089231,0.7050762003928812,Alto
5483,35,M,BH,Google,0,1362,5,499.41,99.88,48.07,0,1,1,1,2,0,Cartão,149,0.2,0.2,0.2,0.4,0.0,0.5813222883184991,0.42971664064391707,Médio
5484,35,F,RJ,Google,0,1219,7,1147.33,163.9,92.61,0,1,1,0,1,4,Cartão,312,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.5714285714285714,0.9539319488926912,0.32688759070391127,Baixo
5485,6,M,RJ,Google,0,1086,14,2140.17,152.87,88.78,0,2,0,5,3,4,Cartão,460,0.1428571428571428,0.0,0.3571428571428571,0.2142857142857142,0.2857142857142857,0.889735064229565,0.07777084107399468,Muito Baixo
5486,43,M,RJ,Indicação,0,1185,7,2555.76,365.11,332.84,0,0,2,1,3,1,Cartão,359,0.0,0.2857142857142857,0.1428571428571428,0.4285714285714285,0.1428571428571428,2.125015825870717,0.2017885391193223,Baixo
5487,36,M,BH,Orgânico,1,1481,2,525.93,262.96,34.98,0,0,0,1,0,1,Cartão,22,0.0,0.0,0.5,0.0,0.5,1.5304816673631607,0.7193350948102565,Alto
5488,40,F,BSB,Facebook,0,1061,4,1044.49,261.12,179.89,0,1,0,1,1,1,Boleto,474,0.25,0.0,0.25,0.25,0.25,1.5197724862407536,0.3917419400738988,Baixo
5489,26,M,RJ,Facebook,1,1388,8,1181.97,147.75,91.83,0,1,0,1,0,6,Cartão,142,0.125,0.0,0.125,0.0,0.75,0.8599356037150404,0.4907767632351723,Médio
