id_cliente,idade,genero,cidade,canal_aquisicao,churn,recencia_dias,frequencia_compras,valor_total,ticket_medio,std_valor,cliente_sem_compra,compras_beleza,compras_casa,compras_eletrônicos,compras_esportes,compras_moda,metodo_preferido,dias_entre_compras,prop_compras_eletrônicos,prop_compras_moda,prop_compras_casa,prop_compras_esportes,prop_compras_beleza,ticket_medio_relativo
4534,24,M,SP,Facebook,0,1463,13,1610.48,123.88,73.11,0,0,2,2,2,7,Cartão,222,0.15384615384615385,0.5384615384615384,0.15384615384615385,0.15384615384615385,0.0,0.721007259480333
4535,43,F,SP,Orgânico,0,1504,7,1762.08,251.73,172.89,0,1,0,2,3,1,Cartão,178,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,0.14285714285714285,1.465120741273686
4536,27,F,BSB,Google,1,1425,8,1480.7,185.09,86.02,0,0,2,2,1,3,Cartão,242,0.25,0.375,0.25,0.125,0.0,1.077262138014327
4537,37,F,RJ,Google,0,1618,8,998.19,124.77,56.34,0,0,3,4,0,1,Cartão,63,0.5,0.125,0.375,0.0,0.0,0.7261872438275844
4538,31,F,SP,Orgânico,0,1456,9,780.3,86.7,71.69,0,1,1,1,2,4,Cartão,191,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.5046119583221252
4539,32,M,SP,Orgânico,0,1556,5,526.14,105.23,65.49,0,0,2,1,1,1,Cartão,113,0.2,0.2,0.4,0.2,0.0,0.6124603964733246
4540,44,M,SP,Google,0,1587,9,2122.68,235.85,209.3,0,1,2,3,2,1,Cartão,86,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,1.372695852021606
4541,22,M,RJ,Google,0,1405,10,2053.8,205.38,152.24,0,3,2,3,0,2,Cartão,268,0.3,0.2,0.2,0.0,0.3,1.1953541407173942
4542,58,F,RJ,Google,0,1610,6,1008.15,168.02,132.68,0,0,3,0,1,2,Cartão,68,0.0,0.3333333333333333,0.5,0.16666666666666666,0.0,0.9779112022754728
4543,13,F,RJ,Google,0,1385,9,1592.46,176.94,126.2,0,3,1,2,1,2,Cartão,294,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,1.029827449890621
4544,27,F,SP,Orgânico,0,1399,6,1066.48,177.75,105.06,0,1,1,1,1,2,Cartão,274,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0345418176673329
4545,39,M,SP,Indicação,0,1315,12,2238.72,186.56,127.96,0,2,1,1,2,6,Cartão,365,0.08333333333333333,0.5,0.08333333333333333,0.16666666666666666,0.16666666666666666,1.0858178424979894
4546,42,M,BH,Facebook,1,1585,8,1339.3,167.41,84.85,0,1,0,3,2,2,Cartão,94,0.375,0.25,0.0,0.25,0.125,0.9743608759251093
4547,33,M,BSB,Indicação,0,1494,3,264.53,88.18,61.94,0,0,0,1,1,1,Cartão,176,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5132258648771051
4548,34,F,POA,Orgânico,1,1263,5,615.85,123.17,93.9,0,2,0,0,1,2,Cartão,406,0.0,0.4,0.0,0.2,0.4,0.7168749124167955
4549,39,M,SP,Google,0,1209,11,2193.49,199.41,146.88,0,1,2,1,1,6,Cartão,474,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.09090909090909091,1.160607504140888
4550,32,F,BH,Indicação,0,1446,9,2215.9,246.21,153.37,0,1,2,3,1,2,Pix,237,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,1.4329931979064643
4551,51,M,BH,Orgânico,0,1590,5,1517.32,303.46,179.88,0,2,2,0,0,1,Cartão,88,0.0,0.2,0.4,0.0,0.4,1.7662000561987556
4552,45,F,POA,Google,0,1385,6,1365.07,227.51,73.93,0,1,2,2,0,1,Cartão,260,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,1.3241553245428686
4553,45,F,SP,Orgânico,0,1606,4,877.5,219.38,42.35,0,0,3,0,0,1,Cartão,23,0.0,0.25,0.75,0.0,0.0,1.2768370405617973
4554,23,F,BH,Indicação,0,1356,9,1816.37,201.82,110.76,0,0,1,3,1,4,Cartão,305,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,1.1746342033283887
4555,34,F,SP,Google,0,1465,9,1741.77,193.53,136.94,0,4,1,0,2,2,Cartão,211,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.4444444444444444,1.1263846862062388
4556,31,M,RJ,Google,0,1516,5,928.95,185.79,101.09,0,2,1,0,0,2,Cartão,166,0.0,0.4,0.2,0.0,0.4,1.0813362830065472
4557,22,M,SP,Indicação,0,1540,15,3424.81,228.32,169.12,0,4,4,2,3,2,Cartão,138,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.2,0.26666666666666666,1.3288696923195804
4558,39,M,BH,Indicação,0,1211,8,1411.22,176.4,117.77,0,0,2,4,1,1,Cartão,463,0.5,0.125,0.25,0.125,0.0,1.0266845380394798
4559,28,F,BSB,Indicação,0,1458,6,751.43,125.24,83.8,0,0,3,1,1,1,Boleto,209,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.0,0.7289227411795036
4560,42,M,SP,Google,0,1330,11,1581.0,143.73,93.81,0,1,3,2,2,3,Cartão,350,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.8365383710454332
4561,22,F,RJ,Indicação,0,1531,12,1753.2,146.1,83.51,0,2,4,3,0,3,Cartão,145,0.25,0.25,0.3333333333333333,0.0,0.16666666666666666,0.8503322619476643
4562,55,M,SP,Google,0,1595,4,634.72,158.68,149.17,0,1,0,0,1,2,Cartão,71,0.0,0.5,0.0,0.25,0.25,0.9235504676649924
4563,24,M,RJ,Facebook,0,1500,6,1064.26,177.38,154.91,0,1,1,3,1,0,Boleto,143,0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.032388341028588
4564,37,F,SP,Facebook,1,1477,7,986.89,140.98,122.94,0,1,2,1,0,3,Cartão,201,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,0.8205328014331397
4565,44,F,SP,Indicação,0,1479,4,999.08,249.77,218.58,0,0,0,0,2,2,Cartão,190,0.0,0.5,0.0,0.5,0.0,1.4537131352954697
4566,28,F,BSB,Google,0,1603,3,613.6,204.53,112.23,0,0,0,0,2,1,Boleto,50,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,1.1904069646554125
4567,45,M,SP,Google,1,1386,8,1942.19,242.77,191.0,0,2,1,3,1,1,Cartão,286,0.375,0.125,0.125,0.125,0.25,1.4129716853732681
4568,20,F,RJ,Google,0,1334,11,1193.34,108.49,76.34,0,0,2,2,2,5,Cartão,347,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.0,0.631434271722807
4569,52,M,BSB,Google,1,1348,8,2275.37,284.42,289.42,0,1,1,5,0,1,Cartão,327,0.625,0.125,0.125,0.0,0.125,1.6553833124103676
4570,35,M,POA,Google,0,1230,4,1135.68,283.92,117.64,0,0,4,0,0,0,Cartão,449,0.0,0.0,1.0,0.0,0.0,1.652473208844496
4571,27,M,BH,Indicação,0,1609,7,1350.83,192.98,67.61,0,2,2,0,1,2,Cartão,66,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,1.12318357228378
4572,31,F,SP,Orgânico,0,1480,5,924.21,184.84,78.42,0,0,1,2,1,1,Pix,173,0.4,0.2,0.2,0.2,0.0,1.0758070862313913
4573,44,M,BSB,Indicação,1,1373,11,1797.37,163.4,109.25,0,2,2,2,1,4,Cartão,277,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.9510218453268197
4574,27,F,SP,Facebook,0,1330,11,1649.26,149.93,112.38,0,1,0,1,3,6,Cartão,349,0.09090909090909091,0.5454545454545454,0.0,0.2727272727272727,0.09090909090909091,0.8726236552622404
4575,26,F,POA,Google,0,1584,8,1420.63,177.58,89.29,0,1,1,2,4,0,Cartão,96,0.25,0.0,0.125,0.5,0.125,1.0335523824549366
4576,32,M,BH,Orgânico,0,1492,8,1244.0,155.5,110.71,0,2,2,1,1,2,Cartão,179,0.125,0.25,0.25,0.125,0.25,0.9050422089860493
4577,20,M,BH,Google,0,1590,3,394.71,131.57,91.33,0,0,1,0,0,2,Cartão,65,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.7657646523234373
4578,56,M,SP,Indicação,0,1351,9,2596.64,288.52,305.66,0,0,1,2,3,3,Cartão,327,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,1.6792461616505139
4579,28,M,RJ,Orgânico,1,1572,8,783.43,97.93,49.16,0,1,1,3,2,1,Boleto,101,0.375,0.125,0.125,0.25,0.125,0.5699728844116001
4580,44,F,BSB,Indicação,1,1456,6,1249.2,208.2,141.48,0,2,1,1,0,2,Cartão,223,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,1.2117671248289097
4581,37,F,BSB,Google,0,1551,6,997.43,166.24,42.36,0,1,0,1,1,3,Cartão,126,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,0.9675512335809701
4582,23,F,SP,Facebook,0,1440,9,1150.37,127.82,56.5,0,0,3,2,2,2,Cartão,230,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,0.7439388755794007
4583,34,F,POA,Google,0,1528,4,913.4,228.35,125.07,0,0,1,1,0,2,Pix,145,0.25,0.5,0.25,0.0,0.0,1.329044298533533
4584,44,F,SP,Indicação,0,1626,3,360.76,120.25,102.0,0,1,0,0,2,0,Cartão,29,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6998799075921056
4585,32,F,RJ,Indicação,1,1439,9,1730.68,192.3,133.18,0,2,1,0,0,6,Boleto,239,0.0,0.6666666666666666,0.1111111111111111,0.0,0.2222222222222222,1.1192258314341947
4586,49,F,RJ,Orgânico,1,1502,2,193.13,96.56,48.12,0,1,0,0,0,1,Cartão,141,0.0,0.5,0.0,0.0,0.5,0.5619992006411121
4587,47,F,SP,Google,1,1472,6,1069.64,178.27,135.02,0,1,0,2,0,3,Cartão,169,0.3333333333333333,0.5,0.0,0.0,0.16666666666666666,1.0375683253758394
4588,46,F,SP,Orgânico,0,1452,2,227.89,113.94,94.65,0,0,0,0,1,1,Cartão,126,0.0,0.5,0.0,0.5,0.0,0.6631544005908068
4589,29,M,BH,Orgânico,0,1488,5,666.7,133.34,104.68,0,0,1,2,0,2,Cartão,186,0.4,0.4,0.2,0.0,0.0,0.7760664189466226
4590,22,M,SP,Google,0,1372,16,2008.62,125.54,104.45,0,0,6,5,2,3,Cartão,301,0.3125,0.1875,0.375,0.125,0.0,0.7306688033190266
4591,27,F,SP,Facebook,0,1470,7,725.04,103.58,75.22,0,1,2,2,0,2,Cartão,167,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.6028570547059484
4592,37,F,BH,Indicação,0,1314,8,2253.94,281.74,151.38,0,3,1,1,1,2,Cartão,348,0.125,0.25,0.125,0.125,0.375,1.6397851572972961
4593,41,M,BSB,Facebook,1,1606,5,1344.83,268.97,85.6,0,2,1,2,0,0,Cartão,50,0.4,0.0,0.2,0.0,0.4,1.565461112224937
4594,8,M,RJ,Google,0,1481,11,1329.13,120.83,99.76,0,1,5,2,1,2,Cartão,193,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.7032556277285166
4595,34,M,SP,Google,0,1481,8,1235.76,154.47,124.41,0,1,4,3,0,0,Cartão,177,0.375,0.0,0.5,0.0,0.125,0.899047395640354
4596,36,F,SP,Orgânico,0,1329,9,1183.46,131.5,81.62,0,3,2,1,0,3,Cartão,326,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.3333333333333333,0.7653572378242153
4597,31,M,BH,Google,0,1409,10,1765.43,176.54,100.89,0,1,4,0,0,5,Cartão,266,0.0,0.5,0.4,0.0,0.1,1.0274993670379238
4598,50,M,RJ,Google,0,1492,6,1461.69,243.62,265.27,0,1,2,0,1,2,Pix,175,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.4179188614352498
4599,40,M,RJ,Orgânico,1,1592,3,406.06,135.35,125.87,0,0,1,0,2,0,Cartão,70,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.7877650352814262
4600,50,M,BSB,Indicação,0,1191,10,2173.35,217.33,133.11,0,1,1,0,2,6,Cartão,465,0.0,0.6,0.1,0.2,0.1,1.2649056159417242
4601,32,M,RJ,Indicação,0,1525,6,875.69,145.95,54.39,0,0,1,4,0,1,Pix,149,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.8494592308779028
4602,46,F,SP,Facebook,0,1474,9,1709.16,189.91,111.91,0,1,2,4,1,1,Cartão,190,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,1.1053155363893288
4603,54,M,POA,Indicação,0,1389,3,863.63,287.88,130.11,0,1,1,0,0,1,Pix,174,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.6755212290861985
4604,50,F,RJ,Indicação,0,1511,4,1152.17,288.04,48.8,0,1,1,0,0,2,Pix,127,0.0,0.5,0.25,0.0,0.25,1.6764524622272776
4605,21,M,RJ,Orgânico,1,1300,9,795.03,88.34,58.35,0,4,3,1,0,1,Cartão,367,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.4444444444444444,0.5141570980181839
4606,31,M,POA,Google,0,1488,7,875.8,125.11,96.17,0,1,1,3,0,2,Cartão,174,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.728166114252377
4607,30,M,POA,Google,0,1465,4,558.47,139.62,54.55,0,0,1,1,0,2,Cartão,200,0.25,0.5,0.25,0.0,0.0,0.8126173197339692
4608,40,M,RJ,Google,0,1382,12,2175.22,181.27,124.98,0,2,2,0,0,8,Cartão,291,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,1.0550289467710685
4609,43,M,SP,Indicação,0,1230,12,2747.49,228.96,164.17,0,3,2,2,2,3,Cartão,442,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.25,1.3325946248838962
4610,24,F,POA,Indicação,0,1278,11,1644.97,149.54,89.4,0,1,3,0,1,6,Cartão,390,0.0,0.5454545454545454,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.8703537744808605
4611,35,F,RJ,Google,1,1438,3,318.42,106.14,74.88,0,2,0,0,1,0,Cartão,203,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6177567849632107
4612,10,F,RJ,Facebook,1,1587,7,1411.47,201.64,120.54,0,0,2,3,1,1,Cartão,87,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,1.173586566044675
4613,52,F,RJ,Google,0,1552,3,517.46,172.49,143.35,0,0,0,1,0,2,Cartão,50,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0039275281543643
4614,28,F,RJ,Facebook,1,1168,7,907.01,129.57,61.97,0,3,0,3,1,0,Cartão,493,0.42857142857142855,0.0,0.0,0.14285714285714285,0.42857142857142855,0.7541242380599511
4615,35,F,BSB,Orgânico,0,1640,3,549.09,183.03,101.55,0,0,0,1,1,1,Cartão,16,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0652725113229364
4616,31,F,RJ,Indicação,1,1450,7,1179.84,168.55,52.76,0,0,2,3,1,1,Cartão,188,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.9809959120552966
4617,48,M,BSB,Google,0,1611,6,1640.95,273.49,123.02,0,0,2,0,1,3,Cartão,49,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,1.5917684484604155
4618,0,F,BSB,Google,1,1540,9,1111.41,123.49,89.42,0,0,1,3,3,2,Cartão,130,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0,0.7187373786989532
4619,34,M,BSB,Google,0,1599,2,583.47,291.74,233.21,0,0,0,1,0,1,Cartão,29,0.5,0.5,0.0,0.0,0.0,1.6979872286147268
4620,33,M,BH,Orgânico,0,1210,9,1442.14,160.24,76.47,0,1,4,1,2,1,Boleto,457,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.9326299907905116
4621,29,F,BSB,Facebook,1,1626,3,599.38,199.79,197.18,0,1,0,1,0,1,Cartão,43,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.1628191828509504
4622,55,M,SP,Orgânico,1,1515,7,1758.76,251.25,48.27,0,1,0,3,0,3,Cartão,157,0.42857142857142855,0.42857142857142855,0.0,0.0,0.14285714285714285,1.4623270418504495
4623,24,M,SP,Orgânico,0,1473,12,1626.87,135.57,143.9,0,1,1,2,2,6,Cartão,180,0.16666666666666666,0.5,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.7890454808504096
4624,44,F,BSB,Indicação,0,1528,9,1425.24,158.36,86.5,0,2,1,2,1,3,Cartão,114,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.9216880013828346
4625,39,M,RJ,Orgânico,0,1514,9,1479.76,164.42,125.17,0,3,2,2,1,1,Cartão,156,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.9569584566011975
4626,50,F,SP,Orgânico,0,1473,8,1712.11,214.01,134.75,0,2,1,2,1,2,Cartão,197,0.25,0.25,0.125,0.125,0.25,1.245582528264337
4627,26,M,SP,Google,0,1427,9,1051.68,116.85,62.04,0,1,4,2,1,1,Cartão,242,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.6800912033441792
4628,26,F,SP,Indicação,0,1406,16,2261.65,141.35,129.89,0,3,6,0,3,4,Cartão,249,0.0,0.25,0.375,0.1875,0.1875,0.8226862780718847
4629,48,M,BH,Indicação,0,1318,7,1005.84,143.69,89.69,0,1,1,0,2,3,Cartão,325,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.8363055627601634
4630,40,F,BH,Facebook,0,1397,6,883.15,147.19,57.43,0,0,1,1,1,3,Cartão,271,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.0,0.8566762877212643
4631,16,M,SP,Google,0,1433,14,1800.55,128.61,86.51,0,3,2,4,1,4,Cartão,238,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.7485368392134779
4632,28,F,BSB,Google,0,1412,9,1493.29,165.92,142.95,0,0,2,1,2,4,Cartão,258,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,0.9656887672988121
4633,39,M,SP,Google,1,1428,5,480.05,96.01,52.69,0,0,1,2,2,0,Cartão,239,0.4,0.0,0.2,0.4,0.0,0.5587980867186534
4634,45,M,BH,Google,1,1541,7,1066.51,152.36,109.64,0,0,0,4,3,0,Cartão,124,0.5714285714285714,0.0,0.0,0.42857142857142855,0.0,0.8867667585923761
4635,26,F,RJ,Orgânico,0,1543,4,797.25,199.31,178.04,0,0,1,0,2,1,Cartão,95,0.0,0.25,0.25,0.5,0.0,1.1600254834277137
4636,0,M,BH,Indicação,0,1525,10,1771.1,177.11,141.03,0,1,0,5,1,3,Cartão,140,0.5,0.3,0.0,0.1,0.1,1.0308168851030173
4637,41,F,SP,Indicação,0,1123,12,2734.5,227.88,103.83,0,1,4,2,1,4,Cartão,537,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.08333333333333333,1.3263088011816135
4638,20,M,SP,Indicação,0,1361,12,2230.51,185.88,150.92,0,3,0,2,2,5,Cartão,295,0.16666666666666666,0.4166666666666667,0.0,0.16666666666666666,0.25,1.0818601016484042
4639,10,M,BSB,Indicação,0,1481,11,1747.53,158.87,114.65,0,0,2,5,0,4,Cartão,186,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0,0.0,0.9246563070200235
4640,1,F,SP,Orgânico,0,1384,13,1897.37,145.95,105.42,0,2,1,2,3,5,Cartão,279,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.8494592308779028
4641,44,M,POA,Facebook,1,1184,7,2041.57,291.65,137.85,0,1,0,2,1,3,Cartão,460,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,1.6974634099728698
4642,36,F,RJ,Orgânico,0,1462,9,1811.21,201.25,155.49,0,1,1,3,3,1,Cartão,207,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,1.1713166852632952
4643,32,M,RJ,Facebook,0,1505,8,1549.72,193.72,90.71,0,1,0,1,3,3,Cartão,153,0.125,0.375,0.0,0.375,0.125,1.12749052556127
4644,51,M,RJ,Orgânico,1,1615,3,716.0,238.67,108.23,0,2,0,0,0,1,Cartão,49,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.3891088361331214
4645,42,M,SP,Orgânico,0,1402,8,1348.01,168.5,88.86,0,1,2,1,0,4,Cartão,245,0.125,0.5,0.25,0.0,0.125,0.9807049016987094
4646,54,M,RJ,Orgânico,0,1486,5,653.37,130.67,71.48,0,1,2,0,1,1,Cartão,127,0.0,0.2,0.4,0.2,0.2,0.7605264659048685
4647,18,F,POA,Google,0,1508,10,2257.42,225.74,126.8,0,1,2,1,0,6,Cartão,152,0.1,0.6,0.2,0.0,0.1,1.3138535579196835
4648,34,F,SP,Google,0,1499,9,1411.08,156.79,98.58,0,0,1,2,3,3,Cartão,167,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,0.9125502761859978
4649,15,M,BH,Google,0,1551,7,1599.08,228.44,124.22,0,1,3,1,0,2,Cartão,101,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,1.3295681171753897
4650,32,M,RJ,Facebook,0,1603,6,1086.88,181.15,74.66,0,3,1,0,0,2,Pix,52,0.0,0.3333333333333333,0.16666666666666666,0.0,0.5,1.0543305219152594
4651,32,F,RJ,Facebook,0,1303,9,1638.16,182.02,152.11,0,3,2,0,0,4,Cartão,364,0.0,0.4444444444444444,0.2222222222222222,0.0,0.3333333333333333,1.0593941021198758
4652,42,M,SP,Google,0,1197,9,1354.27,150.47,83.92,0,1,2,2,2,2,Cartão,430,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.8757665671133816
4653,35,F,RJ,Orgânico,0,1364,9,996.56,110.73,83.33,0,0,1,4,0,4,Cartão,290,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0,0.0,0.6444715356979115
4654,42,M,POA,Google,0,1524,5,1103.95,220.79,237.51,0,2,0,1,1,1,Cartão,136,0.2,0.2,0.0,0.2,0.4,1.285043532617555
4655,43,M,SP,Orgânico,0,1516,6,710.74,118.46,62.65,0,1,0,3,2,0,Cartão,152,0.5,0.0,0.0,0.3333333333333333,0.16666666666666666,0.6894617368262855
4656,60,F,RJ,Google,0,1548,1,88.12,88.12,0.0,0,1,0,0,0,0,Pix,0,0.0,0.0,0.0,0.0,1.0,0.5128766524492004
4657,31,M,RJ,Facebook,0,1487,9,1037.46,115.27,74.19,0,1,1,1,3,3,Cartão,175,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.6708952760760251
4658,23,F,RJ,Indicação,0,1293,16,2240.08,140.0,81.76,0,2,2,5,3,4,Cartão,371,0.3125,0.25,0.125,0.1875,0.125,0.8148289984440316
4659,37,F,RJ,Indicação,0,1568,7,1646.04,235.15,175.04,0,4,0,1,0,2,Cartão,89,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,1.3686217070293858
4660,25,F,RJ,Google,1,1563,9,1467.15,163.02,119.22,0,0,3,1,3,2,Pix,102,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,0.9488101666167573
4661,52,F,SP,Orgânico,0,1575,5,716.22,143.24,43.05,0,0,0,0,1,4,Boleto,88,0.0,0.8,0.0,0.2,0.0,0.8336864695508791
4662,31,F,POA,Indicação,0,1506,8,943.76,117.97,80.51,0,1,2,3,1,1,Cartão,143,0.375,0.125,0.25,0.125,0.125,0.6866098353317314
4663,28,F,BSB,Orgânico,0,1547,3,444.26,148.09,115.38,0,0,1,1,1,0,Cartão,100,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.861914474139833
4664,29,M,SP,Orgânico,0,1456,6,824.05,137.34,45.83,0,2,1,0,2,1,Cartão,210,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.799347247473595
4665,43,F,RJ,Indicação,0,1362,6,1664.04,277.34,186.73,0,1,3,2,0,0,Cartão,304,0.3333333333333333,0.0,0.5,0.0,0.16666666666666666,1.6141762459176263
4666,33,F,BH,Orgânico,1,1593,2,147.09,73.54,16.62,0,0,0,0,0,2,Cartão,38,0.0,1.0,0.0,0.0,0.0,0.4280180324683863
4667,27,M,POA,Orgânico,0,1497,4,556.58,139.14,98.74,0,0,1,1,0,2,Cartão,128,0.25,0.5,0.25,0.0,0.0,0.8098236203107324
4668,54,F,POA,Orgânico,1,1321,3,305.61,101.87,89.76,0,1,0,1,0,1,Boleto,269,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5929045005106678
4669,24,M,BSB,Orgânico,1,1584,4,800.51,200.13,190.35,0,0,0,2,1,1,Cartão,74,0.5,0.25,0.0,0.25,0.0,1.164798053275743
4670,35,F,SP,Orgânico,0,1561,4,395.05,98.76,51.06,0,1,2,0,0,1,Boleto,102,0.0,0.25,0.5,0.0,0.25,0.5748036563309469
4671,42,F,POA,Facebook,0,1462,8,2479.13,309.89,260.43,0,1,0,3,1,3,Cartão,189,0.375,0.375,0.0,0.125,0.125,1.8036239880558638
4672,15,F,BSB,Google,0,1573,6,696.98,116.16,60.89,0,0,4,1,0,1,Cartão,61,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.6760752604232764
4673,40,M,SP,Orgânico,1,1542,4,783.89,195.97,148.22,0,1,1,0,0,2,Cartão,94,0.0,0.5,0.25,0.0,0.25,1.140585991607692
4674,22,M,SP,Orgânico,0,1429,3,507.6,169.2,141.49,0,1,0,1,1,0,Cartão,181,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.9847790466909294
4675,44,F,RJ,Google,0,1460,8,1395.84,174.48,162.65,0,0,2,3,3,0,Cartão,189,0.375,0.0,0.25,0.375,0.0,1.015509740346533
4676,23,F,RJ,Facebook,0,1417,7,1489.25,212.75,149.08,0,1,0,3,1,2,Cartão,239,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,1.2382490672783408
4677,43,M,SP,Indicação,0,1560,5,642.53,128.51,67.29,0,1,2,1,0,1,Cartão,85,0.2,0.2,0.4,0.0,0.2,0.7479548185003034
4678,48,M,SP,Facebook,0,1447,5,912.06,182.41,179.58,0,3,1,0,0,1,Cartão,214,0.0,0.2,0.2,0.0,0.6,1.0616639829012555
4679,45,M,SP,Google,1,1418,7,1371.53,195.93,97.18,0,2,0,2,0,3,Cartão,215,0.2857142857142857,0.42857142857142855,0.0,0.0,0.2857142857142857,1.140353183322422
4680,38,F,RJ,Google,0,1490,11,1187.66,107.97,43.0,0,0,3,0,2,6,Boleto,171,0.0,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.0,0.6284077640143005
