id_cliente,idade,genero,cidade,canal_aquisicao,churn
4871,71,F,POA,Orgânico,0
4872,51,M,SP,Orgânico,0
4873,20,M,BSB,Indicação,0
4874,37,F,SP,Google,0
4875,27,M,RJ,Google,1
4876,22,M,BSB,Google,0
4877,18,F,BSB,Indicação,0
4878,40,F,BSB,Google,1
4879,26,F,POA,Indicação,0
4880,46,M,RJ,Indicação,0
4881,46,F,RJ,Google,1
4882,51,M,SP,Orgânico,0
4883,24,F,SP,Google,0
4884,40,M,RJ,Orgânico,0
4885,42,F,BH,Facebook,0
4886,29,F,RJ,Facebook,0
4887,25,F,BSB,Google,1
4888,54,M,BH,Orgânico,1
4889,37,M,SP,Indicação,0
4890,42,F,RJ,Facebook,0
4891,25,F,RJ,Google,1
4892,20,F,RJ,Indicação,1
4893,28,F,BSB,Google,0
4894,33,M,RJ,Orgânico,1
4895,22,F,BSB,Orgânico,1
4896,34,F,BH,Orgânico,0
4897,14,M,RJ,Orgânico,0
4898,21,M,BH,Google,1
4899,43,F,SP,Google,1
4900,42,F,SP,Google,0
4901,30,M,SP,Google,1
4902,22,M,RJ,Orgânico,0
4903,22,F,SP,Google,0
4904,30,M,POA,Orgânico,0
4905,42,M,RJ,Orgânico,0
4906,46,F,RJ,Facebook,0
4907,29,F,SP,Google,0
4908,21,M,SP,Google,0
4909,38,F,SP,Google,0
4910,25,F,RJ,Facebook,0
4911,28,F,RJ,Facebook,0
4912,50,F,RJ,Indicação,1
4913,44,F,RJ,Orgânico,0
4914,36,M,BH,Facebook,0
4915,19,M,SP,Google,0
4916,37,F,BH,Orgânico,0
4917,47,F,RJ,Facebook,1
4918,30,F,RJ,Google,0
4919,51,M,SP,Orgânico,0
4920,50,M,RJ,Orgânico,0
4921,54,M,SP,Orgânico,0
4922,38,M,POA,Google,0
4923,42,F,RJ,Indicação,0
4924,51,F,POA,Google,1
4925,40,M,RJ,Orgânico,0
4926,28,M,SP,Google,0
4927,29,F,RJ,Google,1
4928,37,F,SP,Orgânico,0
4929,19,F,POA,Orgânico,0
4930,33,F,BSB,Indicação,0
4931,48,F,BH,Google,0
4932,8,M,RJ,Facebook,0
4933,53,F,RJ,Orgânico,0
4934,48,M,POA,Indicação,0
4935,29,M,SP,Google,0
4936,41,F,BH,Google,0
4937,35,M,RJ,Orgânico,1
4938,49,M,POA,Indicação,0
4939,46,F,BSB,Orgânico,1
4940,18,M,POA,Facebook,0
4941,42,F,RJ,Indicação,0
4942,32,F,SP,Orgânico,0
4943,35,M,RJ,Facebook,1
4944,26,F,BH,Indicação,1
4945,55,F,BH,Google,0
4946,47,M,SP,Google,0
4947,26,F,RJ,Orgânico,0
4948,18,M,SP,Orgânico,0
4949,30,M,BSB,Indicação,0
4950,40,F,SP,Google,0
4951,37,M,RJ,Google,1
4952,50,F,SP,Orgânico,1
4953,44,M,SP,Google,0
4954,46,F,POA,Orgânico,1
4955,38,F,SP,Google,0
4956,18,M,SP,Orgânico,0
4957,32,M,SP,Orgânico,0
4958,47,F,RJ,Google,1
4959,34,F,RJ,Orgânico,0
4960,41,M,SP,Google,0
4961,31,F,RJ,Google,0
4962,22,F,SP,Facebook,0
4963,33,M,BSB,Indicação,1
4964,38,M,BSB,Facebook,1
4965,27,F,POA,Indicação,0
4966,32,M,POA,Google,0
4967,23,M,SP,Google,0
4968,48,F,SP,Indicação,0
4969,31,M,BH,Indicação,0
4970,52,M,SP,Indicação,0
4971,53,F,SP,Indicação,0
4972,34,M,SP,Orgânico,0
4973,22,F,RJ,Facebook,1
4974,9,M,RJ,Google,0
4975,17,M,SP,Indicação,0
4976,18,F,SP,Indicação,0
4977,51,M,BH,Indicação,1
4978,36,M,SP,Indicação,0
4979,39,M,POA,Facebook,1
4980,8,M,SP,Google,0
4981,20,M,RJ,Indicação,0
4982,45,M,RJ,Google,0
4983,38,F,SP,Facebook,0
4984,33,M,RJ,Facebook,0
4985,41,M,RJ,Facebook,1
4986,54,F,BSB,Indicação,0
4987,32,F,BH,Google,0
4988,35,F,SP,Orgânico,0
4989,37,M,SP,Orgânico,0
4990,63,F,SP,Facebook,0
4991,9,F,SP,Google,0
4992,43,M,RJ,Google,1
4993,33,F,POA,Indicação,0
4994,41,M,RJ,Facebook,1
4995,27,M,BH,Google,0
4996,34,M,RJ,Facebook,0
4997,43,M,BSB,Indicação,1
4998,72,M,SP,Indicação,0
4999,44,F,BH,Indicação,0
5000,24,M,BSB,Orgânico,1
5001,29,F,SP,Google,0
5002,29,M,SP,Indicação,0
5003,13,F,POA,Google,0
5004,31,M,BH,Indicação,0
5005,43,M,SP,Indicação,0
5006,19,M,RJ,Google,1
5007,47,F,RJ,Facebook,0
5008,40,F,RJ,Orgânico,1
5009,26,F,SP,Google,0
5010,33,M,SP,Facebook,0
5011,54,M,RJ,Orgânico,0
5012,43,F,BH,Indicação,0
5013,35,M,BSB,Orgânico,0
5014,32,F,SP,Orgânico,0
5015,35,M,BSB,Google,1
5016,28,F,SP,Google,0
5017,9,F,RJ,Orgânico,0
5018,59,M,POA,Orgânico,0
5019,36,F,RJ,Google,0
5020,39,M,SP,Facebook,0
5021,34,M,SP,Facebook,0
5022,26,M,RJ,Orgânico,0
5023,32,F,BH,Facebook,0
5024,15,F,POA,Orgânico,1
5025,62,F,BH,Orgânico,1
5026,20,M,BSB,Orgânico,1
5027,22,M,BH,Indicação,0
5028,29,F,BSB,Facebook,0
5029,50,M,SP,Google,1
5030,35,M,POA,Indicação,0
5031,20,F,SP,Facebook,1
5032,50,F,POA,Facebook,1
5033,43,M,SP,Indicação,0
5034,41,M,BH,Facebook,0
5035,43,F,BH,Orgânico,1
5036,63,F,POA,Facebook,1
5037,61,M,BH,Google,0
5038,26,M,SP,Facebook,0
5039,54,M,RJ,Orgânico,0
5040,39,F,SP,Orgânico,0
5041,40,M,SP,Google,0
5042,14,M,SP,Facebook,1
5043,32,M,SP,Orgânico,0
5044,25,M,RJ,Google,0
5045,44,M,POA,Google,1
5046,47,M,POA,Google,1
5047,10,F,SP,Indicação,0
5048,34,F,SP,Facebook,0
5049,48,F,SP,Google,0
5050,32,M,SP,Indicação,0
5051,43,F,SP,Google,0
5052,39,M,SP,Indicação,0
5053,39,M,RJ,Indicação,0
5054,31,M,RJ,Facebook,0
5055,20,M,RJ,Google,0
5056,21,M,SP,Indicação,0
5057,43,F,BH,Facebook,1
5058,35,F,BSB,Facebook,1
5059,33,F,SP,Indicação,0
5060,29,M,SP,Indicação,0
5061,31,F,SP,Google,1
5062,47,M,SP,Google,0
5063,30,F,RJ,Google,1
5064,18,F,SP,Indicação,0
5065,43,F,RJ,Indicação,0
5066,32,F,SP,Orgânico,0
5067,35,F,BH,Orgânico,1
5068,54,F,SP,Orgânico,0
5069,34,M,RJ,Facebook,0
5070,38,M,SP,Facebook,0
5071,20,M,SP,Orgânico,0
5072,32,M,BSB,Google,1
5073,42,M,RJ,Facebook,0
5074,16,F,SP,Google,0
5075,37,M,RJ,Orgânico,0
5076,36,M,RJ,Facebook,0
5077,35,M,RJ,Google,0
5078,47,M,RJ,Indicação,0
5079,39,M,BSB,Google,0
5080,52,M,SP,Orgânico,0
5081,23,M,SP,Facebook,0
5082,36,M,SP,Indicação,0
5083,36,M,BH,Facebook,0
5084,22,F,POA,Orgânico,0
5085,46,M,BSB,Orgânico,0
5086,62,M,BH,Orgânico,0
5087,34,F,POA,Orgânico,1
5088,41,F,RJ,Google,0
5089,36,M,BH,Orgânico,0
5090,26,M,POA,Indicação,0
5091,13,M,SP,Orgânico,0
5092,26,F,RJ,Indicação,0
5093,18,M,BH,Google,0
5094,55,F,POA,Indicação,0
5095,33,F,BSB,Google,1
5096,30,F,BSB,Indicação,0
5097,45,F,POA,Facebook,0
5098,21,F,RJ,Google,0
5099,25,M,SP,Orgânico,0
5100,35,M,SP,Orgânico,0
5101,47,F,RJ,Orgânico,0
5102,41,F,RJ,Orgânico,1
5103,37,F,RJ,Indicação,0
5104,35,F,RJ,Indicação,0
5105,39,M,POA,Google,0
5106,37,F,SP,Orgânico,0
5107,22,F,BSB,Orgânico,0
5108,35,M,POA,Orgânico,1
5109,22,M,RJ,Orgânico,0
5110,35,M,RJ,Indicação,0
5111,29,M,BH,Facebook,0
5112,65,F,BH,Orgânico,1
5113,34,F,SP,Facebook,0
5114,18,F,SP,Indicação,0
5115,33,F,SP,Facebook,1
5116,41,F,SP,Indicação,0
5117,55,F,SP,Orgânico,0
5118,27,F,SP,Indicação,1
5119,16,F,RJ,Indicação,0
5120,44,F,POA,Facebook,1
5121,18,M,RJ,Indicação,0
5122,29,F,POA,Orgânico,1
5123,31,M,BH,Google,1
5124,34,M,BH,Google,1
5125,43,M,RJ,Google,1
5126,26,M,SP,Orgânico,0
5127,31,F,BSB,Indicação,1
5128,34,M,POA,Orgânico,0
5129,36,M,RJ,Indicação,0
5130,36,F,SP,Facebook,0
5131,40,M,BH,Orgânico,0
5132,45,F,SP,Google,0
5133,39,F,SP,Facebook,0
5134,40,F,BSB,Facebook,0
5135,16,F,RJ,Google,0
5136,35,M,RJ,Facebook,0
5137,40,F,POA,Google,1
5138,43,M,RJ,Google,1
5139,26,M,RJ,Facebook,0
5140,27,F,SP,Orgânico,1
5141,28,M,SP,Google,0
5142,41,F,BH,Facebook,0
5143,47,M,RJ,Google,0
5144,30,M,SP,Indicação,0
5145,45,M,SP,Indicação,0
5146,36,M,RJ,Orgânico,0
5147,33,F,RJ,Orgânico,1
5148,32,F,RJ,Google,0
5149,43,M,RJ,Google,0
5150,38,M,SP,Google,0
5151,62,M,RJ,Orgânico,0
5152,24,M,POA,Indicação,0
5153,41,F,SP,Google,0
5154,28,M,RJ,Google,0
5155,24,M,RJ,Facebook,0
5156,34,M,BH,Google,1
5157,36,F,SP,Orgânico,0
5158,70,M,POA,Indicação,0
5159,32,F,RJ,Indicação,0
5160,21,F,BSB,Facebook,0
5161,38,M,SP,Google,0
5162,10,M,BH,Indicação,0
5163,33,M,BH,Orgânico,0
5164,35,F,SP,Facebook,1
5165,44,F,SP,Indicação,0
5166,46,M,RJ,Orgânico,0
5167,28,F,SP,Google,0
5168,33,M,BH,Indicação,0
5169,25,M,SP,Facebook,1
5170,21,M,SP,Orgânico,0
5171,38,M,RJ,Google,0
5172,19,M,SP,Indicação,0
5173,30,M,POA,Google,0
5174,23,F,BSB,Google,0
5175,41,F,RJ,Orgânico,0
5176,56,F,BSB,Indicação,0
5177,19,M,BSB,Orgânico,0
5178,12,M,SP,Indicação,0
5179,33,M,BSB,Indicação,0
5180,35,F,SP,Orgânico,0
5181,37,M,RJ,Facebook,1
5182,29,F,RJ,Google,0
5183,32,M,BH,Google,0
5184,39,F,SP,Google,1
5185,47,M,SP,Facebook,1
5186,11,M,RJ,Orgânico,0
5187,30,F,SP,Orgânico,0
5188,37,F,BH,Orgânico,1
5189,23,F,RJ,Orgânico,0
5190,55,M,SP,Facebook,1
5191,27,F,SP,Google,1
5192,34,F,RJ,Indicação,1
5193,41,M,RJ,Orgânico,1
5194,27,M,SP,Facebook,0
5195,12,F,SP,Indicação,0
5196,29,M,SP,Google,0
5197,47,F,SP,Facebook,1
5198,30,F,RJ,Facebook,0
5199,24,F,BH,Facebook,0
5200,46,M,RJ,Orgânico,0
5201,31,F,BSB,Google,1
5202,28,F,SP,Orgânico,0
5203,36,M,RJ,Google,0
5204,44,F,RJ,Orgânico,0
5205,63,F,RJ,Indicação,0
5206,44,F,RJ,Orgânico,0
5207,48,M,BH,Google,1
5208,28,F,RJ,Indicação,0
5209,22,M,SP,Orgânico,0
5210,35,M,RJ,Google,0
5211,36,F,BH,Google,1
5212,22,F,POA,Facebook,0
5213,32,M,RJ,Google,0
5214,39,F,RJ,Google,0
5215,39,F,RJ,Indicação,1
5216,41,M,BSB,Google,0
5217,38,F,POA,Indicação,0
5218,28,F,BH,Orgânico,0
5219,28,M,RJ,Indicação,0
5220,20,F,SP,Google,0
5221,56,M,BH,Indicação,0
5222,35,M,BH,Facebook,0
5223,32,F,BH,Facebook,1
5224,23,M,SP,Facebook,0
5225,70,F,RJ,Orgânico,1
5226,22,F,SP,Orgânico,0
5227,29,M,BH,Google,0
5228,39,M,SP,Facebook,0
5229,42,M,RJ,Facebook,1
5230,46,M,SP,Orgânico,0
5231,56,M,SP,Orgânico,0
5232,41,M,RJ,Facebook,0
5233,22,F,SP,Facebook,0
5234,31,F,RJ,Indicação,0
5235,38,M,POA,Facebook,0
5236,59,F,POA,Google,1
5237,18,M,SP,Indicação,0
5238,49,M,BSB,Facebook,1
5239,37,F,SP,Indicação,0
5240,45,F,POA,Facebook,0
5241,33,M,BH,Orgânico,0
5242,24,M,SP,Indicação,0
5243,44,M,RJ,Indicação,0
5244,42,F,SP,Orgânico,1
5245,46,M,BH,Facebook,0
5246,34,M,RJ,Google,0
5247,27,F,RJ,Google,1
5248,16,F,RJ,Google,0
5249,44,F,POA,Google,1
5250,40,M,POA,Orgânico,0
5251,23,M,RJ,Facebook,0
5252,28,F,BH,Google,0
5253,29,M,BSB,Orgânico,1
5254,17,M,BSB,Indicação,1
5255,25,F,SP,Facebook,0
5256,21,F,SP,Google,0
5257,30,M,SP,Google,1
5258,26,F,RJ,Facebook,0
5259,15,F,SP,Orgânico,0
5260,59,M,RJ,Google,0
5261,50,M,RJ,Indicação,1
5262,25,M,RJ,Orgânico,0
5263,38,M,RJ,Indicação,0
5264,40,M,SP,Facebook,0
5265,49,M,BSB,Orgânico,1
5266,25,F,POA,Orgânico,0
5267,48,F,RJ,Indicação,0
5268,28,F,BSB,Orgânico,0
5269,18,M,SP,Indicação,0
5270,43,M,BH,Orgânico,1
5271,50,M,SP,Orgânico,0
5272,66,M,RJ,Indicação,1
5273,20,M,SP,Indicação,0
5274,43,F,RJ,Indicação,0
5275,30,M,SP,Orgânico,0
5276,44,F,RJ,Orgânico,0
5277,17,M,SP,Google,0
5278,19,F,BSB,Orgânico,0
5279,25,F,RJ,Orgânico,0
5280,35,F,SP,Orgânico,0
5281,27,F,SP,Orgânico,0
5282,42,F,BSB,Google,0
5283,47,F,SP,Facebook,0
5284,42,F,RJ,Orgânico,0
5285,54,M,RJ,Orgânico,0
5286,39,M,SP,Google,0
5287,20,F,SP,Indicação,0
5288,51,M,RJ,Orgânico,0
5289,27,M,SP,Orgânico,0
5290,45,F,SP,Indicação,0
5291,53,M,SP,Google,0
5292,40,F,SP,Orgânico,1
5293,17,M,SP,Orgânico,0
5294,23,F,POA,Orgânico,0
5295,50,M,RJ,Orgânico,0
5296,32,F,BH,Facebook,0
5297,35,M,SP,Orgânico,0
5298,44,M,SP,Orgânico,0
5299,43,M,BSB,Indicação,1
5300,38,F,RJ,Orgânico,0
5301,32,F,SP,Orgânico,0
5302,31,M,RJ,Orgânico,0
5303,45,M,RJ,Indicação,0
5304,41,F,BSB,Indicação,1
5305,31,M,SP,Facebook,0
5306,47,M,RJ,Google,0
5307,33,F,BH,Indicação,0
5308,24,F,POA,Indicação,0
5309,25,M,BSB,Google,0
5310,23,F,SP,Orgânico,0
5311,31,M,BH,Indicação,0
5312,49,M,BH,Indicação,0
5313,25,F,BH,Facebook,0
5314,37,M,BSB,Google,1
5315,27,F,POA,Orgânico,0
5316,31,F,SP,Facebook,0
5317,16,M,SP,Indicação,1
5318,32,F,BH,Indicação,0
5319,32,M,SP,Indicação,0
5320,41,F,SP,Indicação,1
5321,37,M,RJ,Google,0
5322,20,F,BSB,Google,0
5323,48,M,SP,Indicação,0
5324,37,M,RJ,Orgânico,0
5325,37,F,SP,Facebook,1
5326,34,M,SP,Google,0
5327,28,M,SP,Google,0
5328,37,M,SP,Indicação,0
5329,40,M,BSB,Facebook,1
5330,14,M,BSB,Google,1
5331,28,M,BH,Indicação,0
5332,31,F,SP,Google,0
5333,38,F,RJ,Indicação,0
5334,49,F,SP,Facebook,0
5335,25,F,SP,Orgânico,0
5336,29,M,RJ,Google,0
5337,28,M,BH,Facebook,0
5338,25,F,SP,Orgânico,0
5339,30,M,SP,Facebook,0
5340,44,F,POA,Indicação,0
5341,22,M,RJ,Facebook,0
5342,40,M,POA,Google,0
5343,14,F,POA,Indicação,0
5344,28,M,RJ,Orgânico,0
5345,31,F,SP,Facebook,0
5346,55,F,BH,Indicação,0
5347,31,F,SP,Indicação,0
5348,8,M,SP,Facebook,0
5349,11,M,BH,Indicação,0
5350,35,F,RJ,Google,0
5351,42,M,SP,Facebook,1
5352,39,F,RJ,Facebook,1
5353,37,F,BH,Orgânico,0
5354,48,M,SP,Facebook,1
5355,28,F,SP,Indicação,0
5356,45,M,SP,Google,1
5357,15,M,SP,Google,0
5358,24,M,BH,Indicação,0
5359,13,F,BH,Orgânico,0
5360,31,F,RJ,Facebook,0
5361,34,M,SP,Facebook,1
5362,36,M,SP,Orgânico,0
5363,35,F,SP,Google,1
5364,23,M,SP,Orgânico,0
5365,32,M,SP,Indicação,0
5366,17,F,RJ,Indicação,0
5367,51,F,SP,Orgânico,0
5368,31,F,BH,Orgânico,0
5369,29,M,BH,Facebook,1
5370,54,F,RJ,Facebook,1
5371,20,F,SP,Facebook,0
5372,21,F,BSB,Google,0
5373,21,F,POA,Orgânico,0
5374,34,F,SP,Google,1
5375,40,F,BH,Indicação,0
5376,43,F,BSB,Orgânico,1
5377,65,M,RJ,Orgânico,0
5378,8,F,SP,Indicação,0
5379,42,M,RJ,Orgânico,0
5380,28,M,RJ,Facebook,1
5381,27,F,RJ,Orgânico,0
5382,27,M,POA,Facebook,0
5383,24,F,BH,Orgânico,1
5384,55,M,SP,Google,0
5385,45,F,RJ,Facebook,0
5386,35,M,RJ,Facebook,0
5387,51,F,SP,Orgânico,0
5388,16,F,SP,Orgânico,0
5389,19,M,POA,Google,1
5390,8,M,RJ,Google,0
5391,26,F,SP,Facebook,0
5392,36,M,SP,Facebook,0
5393,36,F,RJ,Indicação,0
5394,36,M,RJ,Facebook,0
5395,18,F,SP,Indicação,0
5396,44,M,RJ,Facebook,0
5397,37,F,SP,Orgânico,0
5398,43,M,SP,Google,0
5399,12,F,RJ,Indicação,0
5400,38,M,SP,Indicação,0
5401,20,F,BSB,Google,0
5402,30,M,SP,Facebook,1
5403,41,M,RJ,Facebook,0
5404,36,F,SP,Google,0
5405,24,M,SP,Facebook,1
5406,35,M,BH,Facebook,1
5407,16,F,RJ,Google,0
5408,48,F,BH,Facebook,1
5409,32,F,RJ,Facebook,0
5410,48,F,RJ,Google,0
5411,28,M,BH,Google,1
5412,28,M,RJ,Indicação,1
5413,25,M,RJ,Orgânico,0
5414,45,F,BH,Orgânico,0
5415,26,M,POA,Google,1
5416,42,M,SP,Google,0
5417,30,F,RJ,Google,0
5418,11,M,SP,Indicação,0
5419,28,M,SP,Indicação,0
5420,20,F,RJ,Facebook,0
5421,35,M,BSB,Orgânico,1
5422,20,F,RJ,Indicação,0
5423,46,F,BH,Orgânico,0
5424,33,M,SP,Google,1
5425,32,M,RJ,Google,1
5426,42,M,POA,Google,0
5427,46,F,SP,Google,0
5428,34,F,SP,Orgânico,1
5429,25,M,RJ,Facebook,1
5430,13,M,BH,Indicação,0
5431,26,F,RJ,Facebook,1
5432,27,M,RJ,Google,1
5433,36,M,RJ,Google,0
5434,30,F,SP,Facebook,0
5435,43,M,BH,Indicação,0
5436,27,M,SP,Orgânico,0
5437,34,M,SP,Indicação,1
5438,49,M,RJ,Indicação,1
5439,39,F,BSB,Google,0
5440,34,F,BH,Orgânico,0
5441,27,F,BH,Google,0
5442,27,F,SP,Orgânico,0
5443,24,M,SP,Indicação,0
5444,28,M,SP,Google,0
5445,44,M,BSB,Facebook,1
5446,32,M,BSB,Orgânico,0
5447,18,F,POA,Facebook,1
5448,56,M,SP,Google,0
5449,38,M,RJ,Google,0
5450,18,F,RJ,Indicação,0
5451,29,F,BH,Google,1
5452,36,F,RJ,Orgânico,1
5453,55,M,BH,Orgânico,1
5454,21,F,SP,Orgânico,0
5455,46,M,SP,Google,0
5456,51,M,SP,Indicação,0
5457,27,F,SP,Google,0
5458,31,F,SP,Indicação,0
5459,22,F,SP,Orgânico,0
5460,32,M,SP,Indicação,0
5461,34,M,RJ,Orgânico,1
5462,42,M,BSB,Orgânico,0
5463,48,F,BSB,Google,1
5464,26,M,SP,Indicação,0
5465,11,M,SP,Google,0
5466,34,M,SP,Facebook,0
5467,38,M,POA,Google,0
5468,37,F,RJ,Orgânico,1
5469,31,M,SP,Facebook,0
5470,36,F,BSB,Indicação,1
5471,53,F,SP,Orgânico,0
5472,39,M,BSB,Orgânico,1
5473,30,M,SP,Orgânico,0
5474,28,F,SP,Google,0
5475,32,M,RJ,Indicação,0
5476,54,F,BSB,Indicação,1
5477,32,M,BSB,Indicação,0
5478,34,M,RJ,Google,0
5479,29,F,SP,Google,0
5480,48,M,RJ,Orgânico,0
5481,58,F,POA,Google,0
5482,40,F,RJ,Facebook,1
5483,35,M,BH,Google,0
5484,35,F,RJ,Google,0
5485,6,M,RJ,Google,0
5486,43,M,RJ,Indicação,0
5487,36,M,BH,Orgânico,1
5488,40,F,BSB,Facebook,0
5489,26,M,RJ,Facebook,1
5490,30,M,RJ,Indicação,0
5491,30,F,SP,Facebook,0
5492,47,F,SP,Orgânico,1
5493,30,F,POA,Facebook,1
5494,59,F,SP,Facebook,0
5495,40,M,BSB,Indicação,1
5496,19,M,BH,Orgânico,0
5497,33,M,BH,Indicação,0
5498,27,M,POA,Google,0
5499,8,F,RJ,Google,0
5500,54,F,BSB,Orgânico,1
5501,43,M,SP,Orgânico,0
5502,41,F,RJ,Google,1
5503,36,F,BH,Orgânico,1
5504,18,F,SP,Indicação,0
5505,29,F,BH,Indicação,0
5506,45,F,BH,Google,0
5507,22,M,BSB,Orgânico,0
5508,4,M,SP,Google,0
5509,32,F,RJ,Orgânico,0
5510,33,F,SP,Google,0
5511,36,M,BH,Orgânico,1
5512,43,M,RJ,Google,1
5513,42,F,RJ,Google,1
5514,38,F,RJ,Google,0
5515,49,F,SP,Google,0
5516,16,M,SP,Facebook,0
5517,41,F,SP,Google,0
5518,42,F,RJ,Orgânico,0
5519,20,F,BSB,Indicação,0
5520,16,F,SP,Indicação,0
5521,26,F,SP,Google,0
5522,27,F,RJ,Facebook,0
5523,44,F,BH,Google,0
5524,27,F,SP,Orgânico,1
5525,24,M,SP,Facebook,0
5526,27,M,SP,Orgânico,0
5527,48,M,SP,Facebook,0
5528,35,F,SP,Orgânico,0
5529,32,M,SP,Google,0
5530,33,M,BH,Google,0
5531,50,M,RJ,Indicação,1
5532,26,M,SP,Orgânico,0
5533,50,M,RJ,Indicação,0
5534,37,F,RJ,Google,1
5535,33,M,POA,Indicação,0
5536,65,F,SP,Orgânico,0
5537,22,F,BH,Google,1
5538,30,M,BH,Google,0
5539,20,F,SP,Orgânico,0
5540,46,M,POA,Orgânico,1
5541,55,F,RJ,Orgânico,0
5542,55,F,RJ,Orgânico,1
5543,49,M,SP,Google,1
5544,32,F,SP,Indicação,0
5545,30,F,RJ,Indicação,0
5546,14,F,SP,Orgânico,0
5547,59,F,RJ,Orgânico,0
5548,40,F,SP,Orgânico,0
5549,29,F,RJ,Facebook,1
5550,50,F,RJ,Google,1
5551,23,F,SP,Facebook,0
5552,39,M,RJ,Indicação,1
5553,32,F,RJ,Google,0
5554,42,M,SP,Orgânico,0
5555,34,M,SP,Google,0
5556,17,F,SP,Google,0
5557,35,F,SP,Indicação,0
5558,47,M,POA,Orgânico,1
5559,34,M,RJ,Facebook,1
5560,44,M,SP,Orgânico,0
5561,22,F,SP,Facebook,0
5562,34,F,SP,Google,0
5563,27,F,RJ,Google,0
5564,43,M,SP,Orgânico,0
5565,35,F,RJ,Facebook,1
5566,43,F,SP,Orgânico,0
5567,48,F,BSB,Indicação,0
5568,43,F,SP,Facebook,0
5569,38,M,RJ,Facebook,0
5570,23,F,BH,Google,0
5571,34,F,RJ,Indicação,0
5572,28,M,BH,Indicação,0
5573,30,F,RJ,Orgânico,0
5574,30,M,RJ,Google,0
5575,23,M,RJ,Google,0
5576,11,F,POA,Google,0
5577,26,M,RJ,Google,1
5578,37,F,POA,Facebook,0
5579,18,M,SP,Orgânico,0
5580,35,M,RJ,Indicação,0
5581,57,F,POA,Orgânico,1
5582,47,M,SP,Facebook,0
5583,54,F,POA,Google,1
5584,39,F,SP,Google,0
5585,49,F,POA,Google,1
5586,26,F,RJ,Indicação,0
5587,27,M,SP,Facebook,0
5588,2,F,BSB,Orgânico,0
5589,49,M,SP,Orgânico,0
5590,53,F,SP,Facebook,0
5591,28,M,SP,Orgânico,0
5592,31,M,RJ,Indicação,0
5593,25,M,POA,Google,0
5594,39,M,SP,Orgânico,0
5595,48,F,RJ,Google,1
5596,14,F,SP,Orgânico,1
5597,39,M,BH,Facebook,1
5598,31,M,SP,Facebook,0
5599,36,F,SP,Facebook,1
5600,40,M,SP,Orgânico,0
5601,32,M,RJ,Google,1
5602,33,F,BSB,Google,1
5603,32,M,RJ,Facebook,1
5604,46,M,SP,Google,0
5605,40,F,RJ,Indicação,0
5606,37,M,BH,Orgânico,0
5607,19,F,SP,Orgânico,0
5608,30,F,SP,Orgânico,0
5609,45,F,SP,Orgânico,0
5610,35,F,BH,Orgânico,0
5611,42,M,RJ,Orgânico,0
5612,56,F,RJ,Google,1
5613,47,F,SP,Facebook,1
5614,36,M,SP,Orgânico,0
5615,28,F,POA,Indicação,0
5616,4,M,SP,Orgânico,0
5617,32,F,POA,Google,1
5618,31,F,RJ,Orgânico,1
5619,39,F,SP,Indicação,0
5620,33,F,RJ,Google,0
5621,31,M,POA,Google,0
5622,13,M,RJ,Google,0
5623,23,M,BSB,Orgânico,0
5624,40,F,SP,Indicação,0
5625,55,F,RJ,Orgânico,0
5626,33,F,BSB,Facebook,1
5627,38,M,POA,Orgânico,0
5628,46,F,RJ,Facebook,0
5629,25,M,RJ,Google,1
5630,39,M,SP,Google,1
5631,26,M,SP,Orgânico,0
5632,45,F,SP,Facebook,1
5633,36,F,SP,Google,0
5634,38,F,SP,Google,1
5635,25,F,SP,Google,0
5636,43,M,POA,Orgânico,0
5637,60,M,RJ,Indicação,0
5638,22,F,RJ,Indicação,0
5639,30,F,POA,Orgânico,0
5640,37,F,SP,Indicação,0
5641,44,M,RJ,Orgânico,0
5642,28,F,RJ,Facebook,0
5643,1,M,SP,Orgânico,0
5644,51,M,BH,Google,0
5645,44,M,SP,Orgânico,0
5646,14,M,SP,Indicação,0
5647,27,M,SP,Google,0
5648,53,M,POA,Facebook,1
5649,52,M,RJ,Facebook,0
5650,46,F,RJ,Google,0
5651,32,F,RJ,Indicação,1
5652,35,F,SP,Orgânico,0
5653,33,M,RJ,Indicação,0
5654,48,M,RJ,Indicação,0
5655,24,F,SP,Google,0
5656,25,M,RJ,Google,0
5657,47,M,SP,Indicação,0
5658,34,M,SP,Orgânico,1
5659,51,M,BSB,Orgânico,1
5660,26,M,RJ,Facebook,0
5661,34,M,RJ,Indicação,0
5662,23,M,RJ,Indicação,0
5663,35,M,SP,Indicação,0
5664,17,M,RJ,Indicação,0
5665,29,M,BH,Orgânico,0
5666,17,M,RJ,Google,1
5667,43,M,POA,Orgânico,0
5668,43,F,POA,Google,0
5669,14,M,RJ,Facebook,1
5670,51,M,BSB,Orgânico,0
5671,64,F,RJ,Facebook,0
5672,35,F,RJ,Google,0
5673,27,F,SP,Google,0
5674,68,M,RJ,Indicação,0
5675,19,M,POA,Google,0
5676,35,F,BH,Facebook,1
5677,37,F,BH,Facebook,1
5678,51,F,SP,Orgânico,0
5679,39,M,SP,Google,0
5680,29,M,SP,Indicação,0
5681,23,F,SP,Facebook,0
5682,30,M,RJ,Indicação,0
5683,22,M,SP,Google,1
5684,35,F,RJ,Indicação,0
5685,28,F,RJ,Indicação,0
5686,17,F,SP,Google,0
